value,transcription,alt_transcription,IPA,Comment
n,Phonemic,NA,,
e,Phonemic,NA,,
y,Phonemic,NA,,
a,Phonemic,NA,,
 ,Phonemic,NA,,
-,Phonemic,NA,,
c̷,Phonemic,NA,,
k,Phonemic,NA,,
ʷ,Phonemic,NA,,
w,Phonemic,NA,,
o,Phonemic,NA,,
t,Phonemic,NA,,
l,Phonemic,NA,,
#,Phonemic,NA,,
N,Phonemic,NA,,
A,Phonemic,NA,,
M,Phonemic,NA,,
E,Phonemic,NA,,
?,Phonemic,NA,,
g,Phonemic,NA,,
š,Phonemic,NA,,
í,Phonemic,NA,,
i,Phonemic,NA,,
ú,Phonemic,NA,,
d͜,Phonemic,NA,,
z,Phonemic,NA,,
č,Phonemic,NA,,
ˀ,Phonemic,NA,,
é,Phonemic,NA,,
s,Phonemic,NA,,
u,Phonemic,NA,,
x̣,Phonemic,NA,,
.,Phonemic,NA,,
d,Phonemic,NA,,
ḳ,Phonemic,NA,,
á,Phonemic,NA,,
x,Phonemic,NA,,
h,Phonemic,NA,,
g̣,Phonemic,NA,,
ǰ,Phonemic,NA,,
+,Phonemic,NA,,
ó,Phonemic,NA,,
[,Phonemic,NA,,
],Phonemic,NA,,
ʔ,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
D,Phonemic,NA,,
