value,transcription,alt_transcription,IPA,Comment
t,Phonemic,NA,,
ɛ,Phonemic,NA,,
:,Phonemic,NA,,
ŋ,Phonemic,NA,,
.,Phonemic,NA,,
2,Phonemic,NA,,
p,Phonemic,NA,,
o,Phonemic,NA,,
k,Phonemic,NA,,
8,Phonemic,NA,,
 ,Phonemic,NA,,
l,Phonemic,NA,,
i,Phonemic,NA,,
e,Phonemic,NA,,
u,Phonemic,NA,,
4,Phonemic,NA,,
h,Phonemic,NA,,
1,Phonemic,NA,,
c,Phonemic,NA,,
a,Phonemic,NA,,
j,Phonemic,NA,,
n,Phonemic,NA,,
6,Phonemic,NA,,
s,Phonemic,NA,,
ə,Phonemic,NA,,
5,Phonemic,NA,,
f,Phonemic,NA,,
7,Phonemic,NA,,
m,Phonemic,NA,,
3,Phonemic,NA,,
ł,Phonemic,NA,,
w,Phonemic,NA,,
b,Phonemic,NA,,
ã,Phonemic,NA,,
ɛ̃,Phonemic,NA,,
ũ,Phonemic,NA,,
ẽ,Phonemic,NA,,
ɨ,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
ń,Phonemic,NA,,
ĩ,Phonemic,NA,,
ĳ,Phonemic,NA,,
ə̃,Phonemic,NA,,
õ,Phonemic,NA,,
