value,transcription,alt_transcription,IPA,Comment
u,Phonemic,NA,,
f,Phonemic,NA,,
h,Phonemic,NA,,
e,Phonemic,NA,,
r,Phonemic,NA,,
n,Phonemic,NA,,
d,Phonemic,NA,,
i,Phonemic,NA,,
k,Phonemic,NA,,
 ,Phonemic,NA,,
(,Phonemic,NA,,
z,Phonemic,NA,,
x,Phonemic,NA,,
),Phonemic,NA,,
s,Phonemic,NA,,
o,Phonemic,NA,,
g,Phonemic,NA,,
j,Phonemic,NA,,
b,Phonemic,NA,,
a,Phonemic,NA,,
',Phonemic,NA,,
l,Phonemic,NA,,
t,Phonemic,NA,,
p,Phonemic,NA,,
c,Phonemic,NA,,
š,Phonemic,NA,,
ɲ,Phonemic,NA,,
m,Phonemic,NA,,
v,Phonemic,NA,,
ž,Phonemic,NA,,
/,Phonemic,NA,,
č,Phonemic,NA,,
ʸ,Phonemic,NA,,
-,Phonemic,NA,,
y,Phonemic,NA,,
