value,transcription,alt_transcription,IPA,Comment
b,Phonemic,NA,,
a,Phonemic,NA,,
i,Phonemic,NA,,
 ,Phonemic,NA,,
n,Phonemic,NA,,
ɨ,Phonemic,NA,,
e,Phonemic,NA,,
-,Phonemic,NA,,
u,Phonemic,NA,,
p,Phonemic,NA,,
h,Phonemic,NA,,
õ,Phonemic,NA,,
č,Phonemic,NA,,
o,Phonemic,NA,,
',Phonemic,NA,,
w,Phonemic,NA,,
t,Phonemic,NA,,
r,Phonemic,NA,,
ã,Phonemic,NA,,
s,Phonemic,NA,,
ʔ,Phonemic,NA,,
k,Phonemic,NA,,
ʰ,Phonemic,NA,,
#,Phonemic,NA,,
N,Phonemic,NA,,
A,Phonemic,NA,,
M,Phonemic,NA,,
E,Phonemic,NA,,
?,Phonemic,NA,,
[,Phonemic,NA,,
],Phonemic,NA,,
d,Phonemic,NA,,
m,Phonemic,NA,,
ĩ,Phonemic,NA,,
ɨ̃,Phonemic,NA,,
y,Phonemic,NA,,
ẽ,Phonemic,NA,,
ë,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
ũ,Phonemic,NA,,
r̃,Phonemic,NA,,
l,Phonemic,NA,,
g,Phonemic,NA,,
c,Phonemic,NA,,
ŋ,Phonemic,NA,,
~,Phonemic,NA,,
S,Phonemic,NA,,
j,Phonemic,NA,,
