value,transcription,alt_transcription,IPA,Comment
j,phonetic,NA,,
ă,phonetic,NA,,
:,phonetic,NA,,
t,phonetic,NA,,
û,phonetic,NA,,
 ,phonetic,NA,,
l,phonetic,NA,,
ɛ,phonetic,NA,,
(,phonetic,NA,,
2,phonetic,NA,,
),phonetic,NA,,
ʔ,phonetic,NA,,
o,phonetic,NA,,
a,phonetic,NA,,
s,phonetic,NA,,
î,phonetic,NA,,
ə,phonetic,NA,,
ń,phonetic,NA,,
u,phonetic,NA,,
m,phonetic,NA,,
g,phonetic,NA,,
ê,phonetic,NA,,
w,phonetic,NA,,
h,phonetic,NA,,
p,phonetic,NA,,
r,phonetic,NA,,
ŋ,phonetic,NA,,
n,phonetic,NA,,
ɔ,phonetic,NA,,
ĭ,phonetic,NA,,
ɔ̂,phonetic,NA,,
â,phonetic,NA,,
b,phonetic,NA,,
d,phonetic,NA,,
ɛ̂,phonetic,NA,,
i,phonetic,NA,,
c,phonetic,NA,,
ɛ̆,phonetic,NA,,
k,phonetic,NA,,
v,phonetic,NA,,
1,phonetic,NA,,
ə̂,phonetic,NA,,
ɔ̆,phonetic,NA,,
ɨ,phonetic,NA,,
ć,phonetic,NA,,
[,phonetic,NA,,
],phonetic,NA,,
ŏ,phonetic,NA,,
ä,phonetic,NA,,
ĕ,phonetic,NA,,
/,phonetic,NA,,
ô,phonetic,NA,,
ŭ,phonetic,NA,,
f,phonetic,NA,,
ä̂,phonetic,NA,,
ə̆,phonetic,NA,,
ɨ̆,phonetic,NA,,
e,phonetic,NA,,
ɨ̂,phonetic,NA,,
ä̆,phonetic,NA,,
r̂,phonetic,NA,,
