value,transcription,alt_transcription,IPA,Comment
l,Phonemic,NA,,
o,Phonemic,NA,,
t,Phonemic,NA,,
k,Phonemic,NA,,
a,Phonemic,NA,,
m,Phonemic,NA,,
s,Phonemic,NA,,
p,Phonemic,NA,,
r̃,Phonemic,NA,,
ʸ,Phonemic,NA,,
d,Phonemic,NA,,
e,Phonemic,NA,,
u,Phonemic,NA,,
š,Phonemic,NA,,
 ,Phonemic,NA,,
i,Phonemic,NA,,
n,Phonemic,NA,,
g,Phonemic,NA,,
v,Phonemic,NA,,
č,Phonemic,NA,,
ž,Phonemic,NA,,
z,Phonemic,NA,,
b,Phonemic,NA,,
y,Phonemic,NA,,
i͜,Phonemic,NA,,
c̷,Phonemic,NA,,
~,Phonemic,NA,,
ɨ,Phonemic,NA,,
-,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
r,Phonemic,NA,,
a͜,Phonemic,NA,,
x,Phonemic,NA,,
j,Phonemic,NA,,
c,Phonemic,NA,,
e͜,Phonemic,NA,,
f,Phonemic,NA,,
š͜,Phonemic,NA,,
–,Phonemic,NA,,
,Phonemic,NA,,
