value,transcription,alt_transcription,IPA,Comment
d,Phonemic,NA,,
u,Phonemic,NA,,
g,Phonemic,NA,,
ɩ,Phonemic,NA,,
n,Phonemic,NA,,
y,Phonemic,NA,,
l,Phonemic,NA,,
p,Phonemic,NA,,
m,Phonemic,NA,,
a,Phonemic,NA,,
b,Phonemic,NA,,
e,Phonemic,NA,,
s,Phonemic,NA,,
t,Phonemic,NA,,
k,Phonemic,NA,,
 ,Phonemic,NA,,
i,Phonemic,NA,,
ʸ,Phonemic,NA,,
o,Phonemic,NA,,
ǰ,Phonemic,NA,,
r̃,Phonemic,NA,,
v,Phonemic,NA,,
z,Phonemic,NA,,
š,Phonemic,NA,,
ž,Phonemic,NA,,
~,Phonemic,NA,,
c̷,Phonemic,NA,,
ë,Phonemic,NA,,
,Phonemic,NA,,
č,Phonemic,NA,,
',Phonemic,NA,,
x,Phonemic,NA,,
-,Phonemic,NA,,
r,Phonemic,NA,,
f,Phonemic,NA,,
c,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
