value,transcription,alt_transcription,IPA,Comment
a,Phonemic,NA,,
h,Phonemic,NA,,
-,Phonemic,NA,,
t,Phonemic,NA,,
e,Phonemic,NA,,
ʔ,Phonemic,NA,,
ɓ,Phonemic,NA,,
l,Phonemic,NA,,
o,Phonemic,NA,,
m,Phonemic,NA,,
y,Phonemic,NA,,
ɗ,Phonemic,NA,,
i,Phonemic,NA,,
r,Phonemic,NA,,
n̉,Phonemic,NA,,
w,Phonemic,NA,,
n,Phonemic,NA,,
k,Phonemic,NA,,
ʷ,Phonemic,NA,,
s,Phonemic,NA,,
β,Phonemic,NA,,
p,Phonemic,NA,,
u,Phonemic,NA,,
ɬ,Phonemic,NA,,
č,Phonemic,NA,,
[,Phonemic,NA,,
],Phonemic,NA,,
d,Phonemic,NA,,
b,Phonemic,NA,,
m̉,Phonemic,NA,,
g,Phonemic,NA,,
