value,transcription,alt_transcription,IPA,Comment
h,Phonemic,Phonemic (vars),,
a,Phonemic,Phonemic (vars),,
k,Phonemic,Phonemic (vars),,
 ,Phonemic,Phonemic (vars),,
n,Phonemic,Phonemic (vars),,
o,Phonemic,Phonemic (vars),,
m,Phonemic,Phonemic (vars),,
t,Phonemic,Phonemic (vars),,
i,Phonemic,Phonemic (vars),,
ʔ,Phonemic,Phonemic (vars),,
ŋ,Phonemic,Phonemic (vars),,
e,Phonemic,Phonemic (vars),,
r,Phonemic,Phonemic (vars),,
u,Phonemic,Phonemic (vars),,
-,Phonemic,Phonemic (vars),,
[,Phonemic,Phonemic (vars),,
],Phonemic,Phonemic (vars),,
(,Phonemic,Phonemic (vars),,
),Phonemic,Phonemic (vars),,
p,Phonemic,Phonemic (vars),,
ū,Phonemic,Phonemic (vars),,
v,Phonemic,Phonemic (vars),,
ō,Phonemic,Phonemic (vars),,
ā,Phonemic,Phonemic (vars),,
~,Phonemic,Phonemic (vars),,
ī,Phonemic,Phonemic (vars),,
ē,Phonemic,Phonemic (vars),,
s,Phonemic,Phonemic (vars),,
c,Phonemic,Phonemic (vars),,
z,Phonemic,Phonemic (vars),,
f,Phonemic,Phonemic (vars),,
