value,transcription,alt_transcription,IPA,Comment
č,CyrillTrans,Phonemic,,
u,CyrillTrans,Phonemic,,
r,CyrillTrans,Phonemic,,
p,CyrillTrans,Phonemic,,
e,CyrillTrans,Phonemic,,
s,CyrillTrans,Phonemic,,
n,CyrillTrans,Phonemic,,
m,CyrillTrans,Phonemic,,
a,CyrillTrans,Phonemic,,
c,CyrillTrans,Phonemic,,
v,CyrillTrans,Phonemic,,
k̄,CyrillTrans,Phonemic,,
t,CyrillTrans,Phonemic,,
y,CyrillTrans,Phonemic,,
b,CyrillTrans,Phonemic,,
q,CyrillTrans,Phonemic,,
k,CyrillTrans,Phonemic,,
ä,CyrillTrans,Phonemic,,
š,CyrillTrans,Phonemic,,
d,CyrillTrans,Phonemic,,
ö,CyrillTrans,Phonemic,,
ʔ,CyrillTrans,Phonemic,,
x,CyrillTrans,Phonemic,,
t̄,CyrillTrans,Phonemic,,
q̄,CyrillTrans,Phonemic,,
o,CyrillTrans,Phonemic,,
i,CyrillTrans,Phonemic,,
ˤ,CyrillTrans,Phonemic,,
l,CyrillTrans,Phonemic,,
h,CyrillTrans,Phonemic,,
g,CyrillTrans,Phonemic,,
c̄,CyrillTrans,Phonemic,,
ü,CyrillTrans,Phonemic,,
ʒ,CyrillTrans,Phonemic,,
ɣ,CyrillTrans,Phonemic,,
ǯ,CyrillTrans,Phonemic,,
č̄,CyrillTrans,Phonemic,,
ɨ,CyrillTrans,Phonemic,,
p̄,CyrillTrans,Phonemic,,
z,CyrillTrans,Phonemic,,
 ,CyrillTrans,Phonemic,,
ﬁ,CyrillTrans,Phonemic,,
f,CyrillTrans,Phonemic,,
",",CyrillTrans,Phonemic,,
ʼ,CyrillTrans,Phonemic,,
ž,CyrillTrans,Phonemic,,
(,CyrillTrans,Phonemic,,
),CyrillTrans,Phonemic,,
с̌,CyrillTrans,Phonemic,,
т,CyrillTrans,Phonemic,,
с̄,CyrillTrans,Phonemic,,
ō,CyrillTrans,Phonemic,,
š̄,CyrillTrans,Phonemic,,
x̌,CyrillTrans,Phonemic,,
ʕ,CyrillTrans,Phonemic,,
ƛ,CyrillTrans,Phonemic,,
ž̄,CyrillTrans,Phonemic,,
‰,CyrillTrans,Phonemic,,
г,CyrillTrans,Phonemic,,
с̌̄,CyrillTrans,Phonemic,,
с,CyrillTrans,Phonemic,,
ä,CyrillTrans,Phonemic,,
ö,CyrillTrans,Phonemic,,
s̄,CyrillTrans,Phonemic,,
