value,transcription,alt_transcription,IPA,Comment
n,phonetic,NA,,
ɔ,phonetic,NA,,
.,phonetic,NA,,
5,phonetic,NA,,
1,phonetic,NA,,
ć,phonetic,NA,,
ə,phonetic,NA,,
t,phonetic,NA,,
3,phonetic,NA,,
k,phonetic,NA,,
a,phonetic,NA,,
 ,phonetic,NA,,
ʔ,phonetic,NA,,
i,phonetic,NA,,
l,phonetic,NA,,
h,phonetic,NA,,
j,phonetic,NA,,
ɨ,phonetic,NA,,
p,phonetic,NA,,
ń,phonetic,NA,,
m,phonetic,NA,,
u,phonetic,NA,,
ɛ,phonetic,NA,,
ŋ,phonetic,NA,,
s,phonetic,NA,,
e,phonetic,NA,,
(,phonetic,NA,,
v,phonetic,NA,,
),phonetic,NA,,
o,phonetic,NA,,
x,phonetic,NA,,
р,phonetic,NA,,
d,phonetic,NA,,
g,phonetic,NA,,
f,phonetic,NA,,
b,phonetic,NA,,
ʒ́,phonetic,NA,,
L,phonetic,NA,,
