value,transcription,alt_transcription,IPA,Comment
n,Phonemic,NA,,
d,Phonemic,NA,,
a,Phonemic,NA,,
l,Phonemic,NA,,
ʸ,Phonemic,NA,,
r,Phonemic,NA,,
e,Phonemic,NA,,
š,Phonemic,NA,,
t,Phonemic,NA,,
p,Phonemic,NA,,
u,Phonemic,NA,,
',Phonemic,NA,,
o,Phonemic,NA,,
m,Phonemic,NA,,
b,Phonemic,NA,,
i,Phonemic,NA,,
s,Phonemic,NA,,
ə,Phonemic,NA,,
f,Phonemic,NA,,
v,Phonemic,NA,,
d͜,Phonemic,NA,,
z,Phonemic,NA,,
y,Phonemic,NA,,
k,Phonemic,NA,,
h,Phonemic,NA,,
č,Phonemic,NA,,
ü,Phonemic,NA,,
g,Phonemic,NA,,
r̃,Phonemic,NA,,
ɲ,Phonemic,NA,,
θ,Phonemic,NA,,
c̷,Phonemic,NA,,
ǰ,Phonemic,NA,,
ð,Phonemic,NA,,
ž,Phonemic,NA,,
 ,Phonemic,NA,,
[,Phonemic,NA,,
],Phonemic,NA,,
