value,transcription,alt_transcription,IPA,Comment
p,phonetic,NA,,
l,phonetic,NA,,
a,phonetic,NA,,
ʔ,phonetic,NA,,
s,phonetic,NA,,
ɨ,phonetic,NA,,
ĕ,phonetic,NA,,
i,phonetic,NA,,
h,phonetic,NA,,
ŭ,phonetic,NA,,
t,phonetic,NA,,
ŏ,phonetic,NA,,
n,phonetic,NA,,
 ,phonetic,NA,,
u,phonetic,NA,,
k,phonetic,NA,,
ə,phonetic,NA,,
ń,phonetic,NA,,
ɔ,phonetic,NA,,
e,phonetic,NA,,
ŋ,phonetic,NA,,
b,phonetic,NA,,
m,phonetic,NA,,
ć,phonetic,NA,,
v,phonetic,NA,,
ç,phonetic,NA,,
c,phonetic,NA,,
o,phonetic,NA,,
r,phonetic,NA,,
ä,phonetic,NA,,
ɛ,phonetic,NA,,
â,phonetic,NA,,
(,phonetic,NA,,
),phonetic,NA,,
d,phonetic,NA,,
î,phonetic,NA,,
ɛ̆,phonetic,NA,,
j,phonetic,NA,,
ɔ̆,phonetic,NA,,
ă,phonetic,NA,,
ä̆,phonetic,NA,,
g,phonetic,NA,,
ɨ̆,phonetic,NA,,
ĭ,phonetic,NA,,
â̆,phonetic,NA,,
ə̆,phonetic,NA,,
:,phonetic,NA,,
