value,transcription,alt_transcription,IPA,Comment
b,CyrillTrans,Phonemic,,
i,CyrillTrans,Phonemic,,
ɣ,CyrillTrans,Phonemic,,
a,CyrillTrans,Phonemic,,
y,CyrillTrans,Phonemic,,
l,CyrillTrans,Phonemic,,
u,CyrillTrans,Phonemic,,
ɬ,CyrillTrans,Phonemic,,
 ,CyrillTrans,Phonemic,,
c,CyrillTrans,Phonemic,,
ʼ,CyrillTrans,Phonemic,,
e,CyrillTrans,Phonemic,,
x̄,CyrillTrans,Phonemic,,
h,CyrillTrans,Phonemic,,
š̄,CyrillTrans,Phonemic,,
o,CyrillTrans,Phonemic,,
x̌,CyrillTrans,Phonemic,,
d,CyrillTrans,Phonemic,,
n,CyrillTrans,Phonemic,,
ƛ,CyrillTrans,Phonemic,,
x,CyrillTrans,Phonemic,,
q,CyrillTrans,Phonemic,,
ǯ,CyrillTrans,Phonemic,,
ƛ̄,CyrillTrans,Phonemic,,
z,CyrillTrans,Phonemic,,
m,CyrillTrans,Phonemic,,
r,CyrillTrans,Phonemic,,
č,CyrillTrans,Phonemic,,
t,CyrillTrans,Phonemic,,
ⁿ,CyrillTrans,Phonemic,,
s̄,CyrillTrans,Phonemic,,
ʷ,CyrillTrans,Phonemic,,
k,CyrillTrans,Phonemic,,
s,CyrillTrans,Phonemic,,
ū,CyrillTrans,Phonemic,,
g,CyrillTrans,Phonemic,,
w,CyrillTrans,Phonemic,,
ɬ̄,CyrillTrans,Phonemic,,
š,CyrillTrans,Phonemic,,
(,CyrillTrans,Phonemic,,
),CyrillTrans,Phonemic,,
ħ,CyrillTrans,Phonemic,,
ī,CyrillTrans,Phonemic,,
p,CyrillTrans,Phonemic,,
ā,CyrillTrans,Phonemic,,
ē,CyrillTrans,Phonemic,,
ž,CyrillTrans,Phonemic,,
ʕ,CyrillTrans,Phonemic,,
č̄,CyrillTrans,Phonemic,,
ō,CyrillTrans,Phonemic,,
f,CyrillTrans,Phonemic,,
’,CyrillTrans,Phonemic,,
",",CyrillTrans,Phonemic,,
ī,CyrillTrans,Phonemic,,
