value,transcription,alt_transcription,IPA,Comment
a,Standard,Phonemic,,
b,Standard,Phonemic,,
h,Standard,Phonemic,,
d,Standard,Phonemic,,
ʸ,Standard,Phonemic,,
(,Standard,Phonemic,,
e,Standard,Phonemic,,
),Standard,Phonemic,,
w,Standard,Phonemic,,
g,Standard,Phonemic,,
z,Standard,Phonemic,,
i,Standard,Phonemic,,
r,Standard,Phonemic,,
k,Standard,Phonemic,,
 ,Standard,Phonemic,,
~,Standard,Phonemic,,
t,Standard,Phonemic,,
l,Standard,Phonemic,,
š,Standard,Phonemic,,
s,Standard,Phonemic,,
o,Standard,Phonemic,,
ö,Standard,Phonemic,,
p,Standard,Phonemic,,
f,Standard,Phonemic,,
m,Standard,Phonemic,,
n,Standard,Phonemic,,
u,Standard,Phonemic,,
ž,Standard,Phonemic,,
ɲ,Standard,Phonemic,,
č,Standard,Phonemic,,
y,Standard,Phonemic,,
ü,Standard,Phonemic,,
c̷,Standard,Phonemic,,
[,Standard,Phonemic,,
],Standard,Phonemic,,
