value,transcription,alt_transcription,IPA,Comment
j,Phonemic,NA,,
u,Phonemic,NA,,
t,Phonemic,NA,,
.,Phonemic,NA,,
2,Phonemic,NA,,
s,Phonemic,NA,,
e,Phonemic,NA,,
a,Phonemic,NA,,
m,Phonemic,NA,,
5,Phonemic,NA,,
-,Phonemic,NA,,
r,Phonemic,NA,,
c,Phonemic,NA,,
o,Phonemic,NA,,
p,Phonemic,NA,,
i,Phonemic,NA,,
n,Phonemic,NA,,
3,Phonemic,NA,,
h,Phonemic,NA,,
1,Phonemic,NA,,
ʔ,Phonemic,NA,,
ə,Phonemic,NA,,
 ,Phonemic,NA,,
:,Phonemic,NA,,
4,Phonemic,NA,,
ŋ,Phonemic,NA,,
w,Phonemic,NA,,
l,Phonemic,NA,,
k,Phonemic,NA,,
ɨ,Phonemic,NA,,
b,Phonemic,NA,,
ɔ,Phonemic,NA,,
ɛ,Phonemic,NA,,
d,Phonemic,NA,,
f,Phonemic,NA,,
(,Phonemic,NA,,
+,Phonemic,NA,,
),Phonemic,NA,,
F,Phonemic,NA,,
ǟ,Phonemic,NA,,
N,Phonemic,NA,,
ɨ̄,Phonemic,NA,,
P,Phonemic,NA,,
B,Phonemic,NA,,
J,Phonemic,NA,,
K,Phonemic,NA,,
R,Phonemic,NA,,
ǖ,Phonemic,NA,,
ß,Phonemic,NA,,
ə̂,Phonemic,NA,,
