value,transcription,alt_transcription,IPA,Comment
j,phonetic,NA,,
u,phonetic,NA,,
t,phonetic,NA,,
.,phonetic,NA,,
E,phonetic,NA,,
ɔ,phonetic,NA,,
h,phonetic,NA,,
C,phonetic,NA,,
c,phonetic,NA,,
o,phonetic,NA,,
p,phonetic,NA,,
ʔ,phonetic,NA,,
A,phonetic,NA,,
 ,phonetic,NA,,
r,phonetic,NA,,
n,phonetic,NA,,
ə,phonetic,NA,,
:,phonetic,NA,,
m,phonetic,NA,,
k,phonetic,NA,,
D,phonetic,NA,,
ɛ,phonetic,NA,,
B,phonetic,NA,,
a,phonetic,NA,,
w,phonetic,NA,,
e,phonetic,NA,,
l,phonetic,NA,,
ɨ,phonetic,NA,,
ŋ,phonetic,NA,,
i,phonetic,NA,,
s,phonetic,NA,,
R,phonetic,NA,,
?,phonetic,NA,,
T,phonetic,NA,,
+,phonetic,NA,,
V,phonetic,NA,,
ń,phonetic,NA,,
b,phonetic,NA,,
d,phonetic,NA,,
F,phonetic,NA,,
P,phonetic,NA,,
M,phonetic,NA,,
I,phonetic,NA,,
f,phonetic,NA,,
