value,transcription,alt_transcription,IPA,Comment
h,phonetic,NA,,
ɔ,phonetic,NA,,
i,phonetic,NA,,
.,phonetic,NA,,
3,phonetic,NA,,
 ,phonetic,NA,,
t,phonetic,NA,,
ə,phonetic,NA,,
m,phonetic,NA,,
k,phonetic,NA,,
6,phonetic,NA,,
5,phonetic,NA,,
a,phonetic,NA,,
ŋ,phonetic,NA,,
u,phonetic,NA,,
e,phonetic,NA,,
ʔ,phonetic,NA,,
p,phonetic,NA,,
1,phonetic,NA,,
n,phonetic,NA,,
l,phonetic,NA,,
ɨ,phonetic,NA,,
v,phonetic,NA,,
ɛ,phonetic,NA,,
r,phonetic,NA,,
4,phonetic,NA,,
o,phonetic,NA,,
s,phonetic,NA,,
j,phonetic,NA,,
ž,phonetic,NA,,
/,phonetic,NA,,
f,phonetic,NA,,
ć,phonetic,NA,,
2,phonetic,NA,,
ŋ́,phonetic,NA,,
',phonetic,NA,,
g,phonetic,NA,,
ϑ,phonetic,NA,,
ḅ,phonetic,NA,,
χ,phonetic,NA,,
