value,transcription,alt_transcription,IPA,Comment
b,Phonemic,NA,,
a,Phonemic,NA,,
n,Phonemic,NA,,
d,Phonemic,NA,,
 ,Phonemic,NA,,
h,Phonemic,NA,,
o,Phonemic,NA,,
ṇ,Phonemic,NA,,
ā,Phonemic,NA,,
m,Phonemic,NA,,
u,Phonemic,NA,,
k,Phonemic,NA,,
ī,Phonemic,NA,,
r,Phonemic,NA,,
e,Phonemic,NA,,
ś,Phonemic,NA,,
c,Phonemic,NA,,
ē,Phonemic,NA,,
t,Phonemic,NA,,
ī,Phonemic,NA,,
s,Phonemic,NA,,
ā,Phonemic,NA,,
ṁ,Phonemic,NA,,
v,Phonemic,NA,,
l,Phonemic,NA,,
j,Phonemic,NA,,
ṭ,Phonemic,NA,,
ṛ,Phonemic,NA,,
i,Phonemic,NA,,
g,Phonemic,NA,,
ṇ,Phonemic,NA,,
ō,Phonemic,NA,,
p,Phonemic,NA,,
ū,Phonemic,NA,,
y,Phonemic,NA,,
ṭ,Phonemic,NA,,
ḍ,Phonemic,NA,,
ś,Phonemic,NA,,
ḍ,Phonemic,NA,,
z,Phonemic,NA,,
ū,Phonemic,NA,,
ṅ,Phonemic,NA,,
f,Phonemic,NA,,
ļ,Phonemic,NA,,
n̄,Phonemic,NA,,
ḵ,Phonemic,NA,,
ẖ,Phonemic,NA,,
ñ,Phonemic,NA,,
ṁ,Phonemic,NA,,
ḥ,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
-,Phonemic,NA,,
ṅ,Phonemic,NA,,
ā̄,Phonemic,NA,,
I,Phonemic,NA,,
ġ,Phonemic,NA,,
',Phonemic,NA,,
