value,transcription,alt_transcription,IPA,Comment
a,phonetic,NA,,
:,phonetic,NA,,
ŋ,phonetic,NA,,
ɨ̯,phonetic,NA,,
h,phonetic,NA,,
.,phonetic,NA,,
1,phonetic,NA,,
4,phonetic,NA,,
s,phonetic,NA,,
ɔ,phonetic,NA,,
#,phonetic,NA,,
3,phonetic,NA,,
k,phonetic,NA,,
u,phonetic,NA,,
o,phonetic,NA,,
j,phonetic,NA,,
ʔ,phonetic,NA,,
e,phonetic,NA,,
t,phonetic,NA,,
i,phonetic,NA,,
p,phonetic,NA,,
 ,phonetic,NA,,
b,phonetic,NA,,
d,phonetic,NA,,
ə,phonetic,NA,,
w,phonetic,NA,,
m,phonetic,NA,,
:̯,phonetic,NA,,
ṭ,phonetic,NA,,
ɨ,phonetic,NA,,
n,phonetic,NA,,
z,phonetic,NA,,
2,phonetic,NA,,
',phonetic,NA,,
5,phonetic,NA,,
l,phonetic,NA,,
/,phonetic,NA,,
O,phonetic,NA,,
c,phonetic,NA,,
ɛ,phonetic,NA,,
r,phonetic,NA,,
:̆,phonetic,NA,,
ń,phonetic,NA,,
ɦ,phonetic,NA,,
U,phonetic,NA,,
ɛ̯,phonetic,NA,,
I,phonetic,NA,,
ɣ,phonetic,NA,,
ɨ̆,phonetic,NA,,
],phonetic,NA,,
(,phonetic,NA,,
),phonetic,NA,,
Ŭ,phonetic,NA,,
Ĭ,phonetic,NA,,
ü,phonetic,NA,,
#̀,phonetic,NA,,
~,phonetic,NA,,
ʌ,phonetic,NA,,
ŋ̆,phonetic,NA,,
ɨ̯̆,phonetic,NA,,
o̯,phonetic,NA,,
Ŏ,phonetic,NA,,
ɛ̆,phonetic,NA,,
v,phonetic,NA,,
ß,phonetic,NA,,
ʒ,phonetic,NA,,
?,phonetic,NA,,
ṭ̯̆,phonetic,NA,,
,phonetic,NA,,
0,phonetic,NA,,
