value,transcription,alt_transcription,IPA,Comment
l,Phonemic,NA,,
o,Phonemic,NA,,
p,Phonemic,NA,,
u,Phonemic,NA,,
a,Phonemic,NA,,
æ,Phonemic,NA,,
t,Phonemic,NA,,
ü,Phonemic,NA,,
s,Phonemic,NA,,
h,Phonemic,NA,,
e,Phonemic,NA,,
ö,Phonemic,NA,,
k,Phonemic,NA,,
i,Phonemic,NA,,
r̃,Phonemic,NA,,
w,Phonemic,NA,,
d,Phonemic,NA,,
 ,Phonemic,NA,,
m,Phonemic,NA,,
n,Phonemic,NA,,
y,Phonemic,NA,,
~,Phonemic,NA,,
g,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
v,Phonemic,NA,,
b,Phonemic,NA,,
c,Phonemic,NA,,
r,Phonemic,NA,,
f,Phonemic,NA,,
