value,transcription,alt_transcription,IPA,Comment
n,Phonemic,NA,,
u,Phonemic,NA,,
x,Phonemic,NA,,
 ,Phonemic,NA,,
w,Phonemic,NA,,
l,Phonemic,NA,,
ɨ,Phonemic,NA,,
t,Phonemic,NA,,
y,Phonemic,NA,,
e,Phonemic,NA,,
š,Phonemic,NA,,
p,Phonemic,NA,,
a,Phonemic,NA,,
o,Phonemic,NA,,
ŋ,Phonemic,NA,,
m,Phonemic,NA,,
ə,Phonemic,NA,,
r̃,Phonemic,NA,,
k,Phonemic,NA,,
ʸ,Phonemic,NA,,
~,Phonemic,NA,,
i,Phonemic,NA,,
s,Phonemic,NA,,
b,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
[,Phonemic,NA,,
],Phonemic,NA,,
-,Phonemic,NA,,
r,Phonemic,NA,,
