value,transcription,alt_transcription,IPA,Comment
l,Phonemic,NA,,
e,Phonemic,NA,,
h,Phonemic,NA,,
d,Phonemic,NA,,
s,Phonemic,NA,,
i,Phonemic,NA,,
t,Phonemic,NA,,
ˀ,Phonemic,NA,,
a,Phonemic,NA,,
ü,Phonemic,NA,,
m,Phonemic,NA,,
n,Phonemic,NA,,
o,Phonemic,NA,,
x,Phonemic,NA,,
b,Phonemic,NA,,
y,Phonemic,NA,,
p,Phonemic,NA,,
u,Phonemic,NA,,
ł,Phonemic,NA,,
ʔ,Phonemic,NA,,
g,Phonemic,NA,,
c̷,Phonemic,NA,,
k,Phonemic,NA,,
-,Phonemic,NA,,
z,Phonemic,NA,,
w,Phonemic,NA,,
 ,Phonemic,NA,,
?,Phonemic,NA,,
ẅ,Phonemic,NA,,
c,Phonemic,NA,,
[,Phonemic,NA,,
],Phonemic,NA,,
