value,transcription,alt_transcription,IPA,Comment
n,Phonemic,NA,,
ɨ,Phonemic,NA,,
k,Phonemic,NA,,
a,Phonemic,NA,,
h,Phonemic,NA,,
e,Phonemic,NA,,
i,Phonemic,NA,,
t,Phonemic,NA,,
ˀ,Phonemic,NA,,
p,Phonemic,NA,,
ʔ,Phonemic,NA,,
o,Phonemic,NA,,
ã,Phonemic,NA,,
s,Phonemic,NA,,
y,Phonemic,NA,,
u,Phonemic,NA,,
ĩ,Phonemic,NA,,
w,Phonemic,NA,,
[,Phonemic,NA,,
r,Phonemic,NA,,
],Phonemic,NA,,
ẽ,Phonemic,NA,,
ʷ,Phonemic,NA,,
 ,Phonemic,NA,,
m,Phonemic,NA,,
-,Phonemic,NA,,
ɨ̃,Phonemic,NA,,
č,Phonemic,NA,,
ũ,Phonemic,NA,,
d,Phonemic,NA,,
b,Phonemic,NA,,
õ,Phonemic,NA,,
(,Phonemic,NA,,
?,Phonemic,NA,,
),Phonemic,NA,,
ʔ̃,Phonemic,NA,,
v,Phonemic,NA,,
l,Phonemic,NA,,
~,Phonemic,NA,,
