value,transcription,alt_transcription,IPA,Comment
',Phonemic,NA,,
ḳ,Phonemic,NA,,
a,Phonemic,NA,,
r,Phonemic,NA,,
-,Phonemic,NA,,
w,Phonemic,NA,,
e,Phonemic,NA,,
ʔ,Phonemic,NA,,
k,Phonemic,NA,,
ˀ,Phonemic,NA,,
ō,Phonemic,NA,,
m,Phonemic,NA,,
b,Phonemic,NA,,
ā,Phonemic,NA,,
t,Phonemic,NA,,
n,Phonemic,NA,,
y,Phonemic,NA,,
h,Phonemic,NA,,
l,Phonemic,NA,,
p,Phonemic,NA,,
o,Phonemic,NA,,
 ,Phonemic,NA,,
(,Phonemic,NA,,
<,Phonemic,NA,,
[,Phonemic,NA,,
i,Phonemic,NA,,
],Phonemic,NA,,
),Phonemic,NA,,
ē,Phonemic,NA,,
/,Phonemic,NA,,
x,Phonemic,NA,,
č,Phonemic,NA,,
š,Phonemic,NA,,
g,Phonemic,NA,,
s,Phonemic,NA,,
g̣,Phonemic,NA,,
~,Phonemic,NA,,
ī,Phonemic,NA,,
d,Phonemic,NA,,
ū,Phonemic,NA,,
á̄,Phonemic,NA,,
>,Phonemic,NA,,
