value,transcription,alt_transcription,IPA,Comment
t,NA,NA,t,
e,NA,NA,e,
ŋ,NA,NA,ŋ,
2,NA,NA,1,
l,NA,NA,l,
i,NA,NA,i,
u,NA,NA,u,
4,NA,NA,2,
s,NA,NA,s,
ə,NA,NA,ə,
k,NA,NA,k,
j,NA,NA,j,
8,NA,NA,3,
m,NA,NA,m,
a,NA,NA,a,
6,NA,NA,4,
h,NA,NA,h,
1,NA,NA,5,
:,NA,NA,ː,
7,NA,NA,6,
o,NA,NA,o,
n,NA,NA,n,
3,NA,NA,7,
p,NA,NA,p,
5,NA,NA,8,
c,NA,NA,c,
ć,NA,NA,c,
ü,NA,NA,y,
f,NA,NA,f,
w,NA,NA,w,
ń,NA,NA,n,
z,NA,NA,z,
ś,NA,NA,s,
ö,NA,NA,ø,
ɔ,NA,NA,ɔ,
0,NA,NA,9,
ɨ,NA,NA,ɨ,
ɛ,NA,NA,ɛ,
v,NA,NA,v,
b,NA,NA,b,
