value,transcription,alt_transcription,IPA,Comment
p,Phonemic,NA,p,
r,Phonemic,NA,r,
e,Phonemic,NA,e,
s,Phonemic,NA,s,
t,Phonemic,NA,t,
á,Phonemic,NA,a,accent marks stress
v,Phonemic,NA,v,
a,Phonemic,NA,a,
m,Phonemic,NA,m,
n,Phonemic,NA,n,
í,Phonemic,NA,i,
ə́,Phonemic,NA,ə,
š,Phonemic,NA,ʃ,
k,Phonemic,NA,k,
j,Phonemic,NA,j,
ó,Phonemic,NA,o,
č,Phonemic,NA,tʃ,
z,Phonemic,NA,z,
l,Phonemic,NA,l,
o,Phonemic,NA,o,
b,Phonemic,NA,b,
é,Phonemic,NA,e,
f,Phonemic,NA,f,
d,Phonemic,NA,d,
i,Phonemic,NA,i,
ú,Phonemic,NA,u,
ə,Phonemic,NA,ə,
g,Phonemic,NA,g,
ž,Phonemic,NA,ʒ,
u,Phonemic,NA,u,
c̷,Phonemic,NA,ts,
x,Phonemic,NA,x,
c,Phonemic,NA,ts,occurrences in IDS correspond to ц
é̈,Phonemic,NA,e,
B,Phonemic,NA,b,
