value,transcription,alt_transcription,IPA,Comment
h,Phonemic,NA,h,
e,Phonemic,NA,e,
ɑ,Phonemic,NA,ɑ,
i,Phonemic,NA,i,
t,Phonemic,NA,t,
l,Phonemic,NA,l,
o,Phonemic,NA,o,
p,Phonemic,NA,p,
b,Phonemic,NA,b,
s,Phonemic,NA,s,
a,Phonemic,NA,a,
g,Phonemic,NA,g,
u,Phonemic,NA,u,
y,Phonemic,NA,j,
d,Phonemic,NA,d,
m,Phonemic,NA,m,
č,Phonemic,NA,tʃ,
k,Phonemic,NA,k,
r̃,Phonemic,NA,r,
n,Phonemic,NA,n,
c̷,Phonemic,NA,ts,
ɲ,Phonemic,NA,ɲ,
š,Phonemic,NA,ʃ,
v,Phonemic,NA,v,
r,Phonemic,NA,r,
d͜z,Phonemic,NA,dz,
z,Phonemic,NA,z,
ǰ,Phonemic,NA,dʒ,https://omniglot.com/writing/northernsami.htm corresponds to ž
ŋ,Phonemic,NA,ŋ,
f,Phonemic,NA,f,
ð,Phonemic,NA,ð,
θ,Phonemic,NA,v,
I,Phonemic,NA,i,god
