value,transcription,alt_transcription,IPA,Comment
i,Phonemic,NA,i,
n,Phonemic,NA,n,
e,Phonemic,NA,ɛ,https://en.wikipedia.org/wiki/Enlhet_language
ɬ,Phonemic,NA,ɬ,
a,Phonemic,NA,a,
s,Phonemic,NA,s,
k,Phonemic,NA,k,
o,Phonemic,NA,ɔ,https://en.wikipedia.org/wiki/Enlhet_language
p,Phonemic,NA,p,
h,Phonemic,NA,h,
y,Phonemic,NA,j,
m,Phonemic,NA,m,
ŋ,Phonemic,NA,ŋ,
č,Phonemic,NA,tʃ,
w,Phonemic,NA,w,
t,Phonemic,NA,t,
u,Phonemic,NA,u,
l,Phonemic,NA,l,
r,Phonemic,NA,r,
b,Phonemic,NA,b,
š,Phonemic,NA,ʃ,
v,Phonemic,NA,v,
D,Phonemic,NA,d,
