value,transcription,alt_transcription,IPA,Comment
l,Phonemic,NA,l,
o,Phonemic,NA,o,
t,Phonemic,NA,t,
k,Phonemic,NA,k,
a,Phonemic,NA,a,
m,Phonemic,NA,m,
s,Phonemic,NA,s,
p,Phonemic,NA,p,
r̃,Phonemic,NA,r,checked a lot of words in https://valks.oahpa.no/eng/myv/ and it corresponds to p in cyrillic
ʸ,Phonemic,NA,ʸ,
d,Phonemic,NA,d,
e,Phonemic,NA,e,
u,Phonemic,NA,u,
š,Phonemic,NA,ʃ,
i,Phonemic,NA,i,
n,Phonemic,NA,n,
g,Phonemic,NA,g,
v,Phonemic,NA,v,
č,Phonemic,NA,tʃ,
ž,Phonemic,NA,ʒ,
z,Phonemic,NA,z,
b,Phonemic,NA,b,
y,Phonemic,NA,y,
i͜,Phonemic,NA,i,
c̷,Phonemic,NA,ts,
ɨ,Phonemic,NA,ɨ,
r,Phonemic,NA,r,
a͜,Phonemic,NA,a,
x,Phonemic,NA,x,
j,Phonemic,NA,j,
c,Phonemic,NA,ts,
e͜,Phonemic,NA,e,
f,Phonemic,NA,f,
š͜,Phonemic,NA,ʃ,
