value,transcription,alt_transcription,IPA,Comment
a,Phonemic,NA,a,
š,Phonemic,NA,ʃ,
ʸ,Phonemic,NA,ʸ,
f,Phonemic,NA,f,
e,Phonemic,NA,e,
r,Phonemic,NA,r,
s,Phonemic,NA,s,
o,Phonemic,NA,o,
v,Phonemic,NA,v,
g,Phonemic,NA,g,
n,Phonemic,NA,n,
k,Phonemic,NA,k,
z,Phonemic,NA,z,
d,Phonemic,NA,d,
i,Phonemic,NA,i,
t,Phonemic,NA,t,
ž,Phonemic,NA,ʒ,
u,Phonemic,NA,u,
p,Phonemic,NA,p,
ʰ,Phonemic,NA,h,
m,Phonemic,NA,m,
b,Phonemic,NA,b,
c̷,Phonemic,NA,ts,
ʀ,Phonemic,NA,r,
l,Phonemic,NA,l,
x,Phonemic,NA,x,
č,Phonemic,NA,tʃ,
h,Phonemic,NA,h,
y,Phonemic,NA,j,
D,Phonemic,NA,d,
