value,transcription,alt_transcription,IPA,Comment
b,Phonemic,NA,b,
ẽ,Phonemic,NA,ẽ,
t,Phonemic,NA,t,
a,Phonemic,NA,a,
i,Phonemic,NA,i,
l,Phonemic,NA,l,
ɨ̃,Phonemic,NA,ɨ̃,
c,Phonemic,NA,c,appears only in explanatory parenthesis
o,Phonemic,NA,o,
n,Phonemic,NA,n,
e,Phonemic,NA,e,
y,Phonemic,NA,j,
ã,Phonemic,NA,ã,
ʰ,Phonemic,NA,ʰ,
k,Phonemic,NA,k,
h,Phonemic,NA,h,
u,Phonemic,NA,u,
ɨ,Phonemic,NA,ɨ,
w,Phonemic,NA,w,
õ,Phonemic,NA,õ,
ʸ,Phonemic,NA,ʸ,
ĩ,Phonemic,NA,ĩ,
j,Phonemic,NA,j,
ʷ,Phonemic,NA,ʷ,
ũ,Phonemic,NA,ũ,
