value,transcription,alt_transcription,IPA,Comment
r,Phonemic,NA,ɾ,https://en.wikipedia.org/wiki/Yagua_language#Phonology
a,Phonemic,NA,a,
n,Phonemic,NA,n,
i,Phonemic,NA,i,
d,Phonemic,NA,d,
s,Phonemic,NA,s,
k,Phonemic,NA,k,
ã,Phonemic,NA,ã,
p,Phonemic,NA,p,
t,Phonemic,NA,t,
b,Phonemic,NA,b,
y,Phonemic,NA,j,
ĩ,Phonemic,NA,ĩ,
m,Phonemic,NA,m,
ũ,Phonemic,NA,ũ,
h,Phonemic,NA,h,
u,Phonemic,NA,u,
õ,Phonemic,NA,ɔ̃,https://en.wikipedia.org/wiki/Yagua_language#Phonology
č,Phonemic,NA,tʃ,
e,Phonemic,NA,e,
w,Phonemic,NA,w,
ɲ,Phonemic,NA,ɲ,
o,Phonemic,NA,ɔ,
ẽ,Phonemic,NA,ẽ,
š,Phonemic,NA,ʃ,
