value,transcription,alt_transcription,IPA,Comment
i,Phonemic,NA,i,
k,Phonemic,NA,k,
a,Phonemic,NA,a,
u,Phonemic,NA,u,
o,Phonemic,NA,o,
t,Phonemic,NA,t,
m,Phonemic,NA,m,
b,Phonemic,NA,b,
ə,Phonemic,NA,ə,
w,Phonemic,NA,w,
y,Phonemic,NA,j,
e,Phonemic,NA,e,
h,Phonemic,NA,h,
n,Phonemic,NA,n,
s,Phonemic,NA,s,
ã,Phonemic,NA,ã,
d,Phonemic,NA,d,
p,Phonemic,NA,p,
ĩ,Phonemic,NA,ĩ,
l,Phonemic,NA,l,
ɨ,Phonemic,NA,ɨ,
ú,Phonemic,NA,u,
õ,Phonemic,NA,õ,
á,Phonemic,NA,á,
ə̃,Phonemic,NA,ə̃,
r,Phonemic,NA,r,
č,Phonemic,NA,tʃ,
v,Phonemic,NA,v,
ə́,Phonemic,NA,ə́,
g,Phonemic,NA,g,
