value,transcription,alt_transcription,IPA,Comment
a,LatinTrans,Phonemic,a,
ṣ,LatinTrans,Phonemic,ʂ,corresponds to ch in the non-phonetic transcription
h,LatinTrans,Phonemic,h,
n,LatinTrans,Phonemic,n,
s,LatinTrans,Phonemic,s,
u,LatinTrans,Phonemic,u,
k,LatinTrans,Phonemic,k,
ɨ,LatinTrans,Phonemic,ɨ,
β,LatinTrans,Phonemic,β,
ɣ,LatinTrans,Phonemic,ɣ,
i,LatinTrans,Phonemic,i,
c̷̣,LatinTrans,Phonemic,tʂ,corresponds to z in hte non phonetic transcription https://en.wikipedia.org/wiki/Chibcha_language
o,LatinTrans,Phonemic,o,
e,LatinTrans,Phonemic,e,
t,LatinTrans,Phonemic,t,
m,LatinTrans,Phonemic,m,
p,LatinTrans,Phonemic,p,
g,LatinTrans,Phonemic,g,
r,LatinTrans,Phonemic,ɾ,spanish loan world para from spanish pala spade
