value,transcription,alt_transcription,IPA,Comment
à,Phonemic,NA,à,tonal language http://etnolinguistica.wdfiles.com/local--files/tese%3Arojas-berscia-2014/rojas_berscia_2014_selknam.pdf
y,Phonemic,NA,j,
ʔ,Phonemic,NA,,
o,Phonemic,NA,o,
è,Phonemic,NA,e,
w,Phonemic,NA,w,
l,Phonemic,NA,l,
a,Phonemic,NA,a,
e,Phonemic,NA,e,
č,Phonemic,NA,tʃ,
m,Phonemic,NA,m,
ḳ,Phonemic,NA,q,
ˀ,Phonemic,NA,ˀ,
x,Phonemic,NA,x,
ò,Phonemic,NA,ò,
n,Phonemic,NA,n,
t,Phonemic,NA,t,
k,Phonemic,NA,k,
r,Phonemic,NA,ɾ,
i,Phonemic,NA,i,
h,Phonemic,NA,h,
u,Phonemic,NA,u,
ṣ,Phonemic,NA,s̪,specified by http://etnolinguistica.wdfiles.com/local--files/tese%3Arojas-berscia-2014/rojas_berscia_2014_selknam.pdf
s,Phonemic,NA,s,
p,Phonemic,NA,p,
á,Phonemic,NA,á,
š,Phonemic,NA,ʃ,
d̶,Phonemic,NA,d,
