value,transcription,alt_transcription,IPA,Comment
m,Phonemic,NA,m,
a,Phonemic,NA,a,
š,Phonemic,NA,ʃ,
d,Phonemic,NA,d,
n,Phonemic,NA,n,
i,Phonemic,NA,i,
p,Phonemic,NA,p,
ʰ,Phonemic,NA,ʰ,
ˀ,Phonemic,NA,ˀ,
b,Phonemic,NA,b,
t,Phonemic,NA,t,
ẓ,Phonemic,NA,ʐ,https://en.wikipedia.org/wiki/Wapishana_language#Phonology
w,Phonemic,NA,w,
ɨ,Phonemic,NA,ɨ,
ʔ,Phonemic,NA,ʔ,
k,Phonemic,NA,k,
s,Phonemic,NA,s,
u,Phonemic,NA,u,
y,Phonemic,NA,j,
ĩ,Phonemic,NA,ĩ,
r,Phonemic,NA,ɽ,https://en.wikipedia.org/wiki/Wapishana_language#Phonology
e,Phonemic,NA,e,
l,Phonemic,NA,l,english loanwords soldier sell bless limbo
č,Phonemic,NA,tʃ,
ã,Phonemic,NA,a,appears only on one word
g,Phonemic,NA,g,
f,Phonemic,NA,f,loanword father
