value,transcription,alt_transcription,IPA,Comment
ˀ,Phonemic,NA,ˀ,
d,Phonemic,NA,d,
e,Phonemic,NA,e,
ʔ,Phonemic,NA,ʔ,
i,Phonemic,NA,i,
n,Phonemic,NA,n,
o,Phonemic,NA,o,
h,Phonemic,NA,h,
r,Phonemic,NA,ɾ,https://en.wikipedia.org/wiki/Tsafiki_language
a,Phonemic,NA,a,
b,Phonemic,NA,b,
k,Phonemic,NA,k,
s,Phonemic,NA,s,
l,Phonemic,NA,l,
w,Phonemic,NA,w,
ã,Phonemic,NA,ã,
p,Phonemic,NA,p,
u,Phonemic,NA,u,
ʰ,Phonemic,NA,ʰ,
c̷,Phonemic,NA,ts,
t,Phonemic,NA,t,
m,Phonemic,NA,m,
Φ,Phonemic,NA,ɸ,
ĩ,Phonemic,NA,ĩ,
ũ,Phonemic,NA,ũ,
õ,Phonemic,NA,õ,
y,Phonemic,NA,j,
ẽ,Phonemic,NA,ẽ,
x,Phonemic,NA,x,
ř,Phonemic,NA,r,only appears in spanish loan word as transcription of rr in burro
č,Phonemic,NA,tʃ,
f,Phonemic,NA,f,
A,Phonemic,NA,a,
