value,transcription,alt_transcription,IPA,Comment
a,Phonemic,NA,a,
h,Phonemic,NA,h,
t,Phonemic,NA,t,
e,Phonemic,NA,e,
ʔ,Phonemic,NA,ʔ,
ɓ,Phonemic,NA,ɓ,
l,Phonemic,NA,l,
o,Phonemic,NA,o,
m,Phonemic,NA,m,
y,Phonemic,NA,j,
ɗ,Phonemic,NA,ɗ,
i,Phonemic,NA,i,
r,Phonemic,NA,r,
n̉,Phonemic,NA,ʔn,http://www.pueblos-originarios.ucb.edu.bo:4080/digital/106000823.pdf according to dictionary this is a simultaneous glottal stop and an n; according to https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/proposal-for-superscript-diacritics-for-prenasalization-preglottalization-and-preaspiration/DD38607E2B214C967E8558FAE766B062/share/f855d3b866d424f2a3283aa841c895701ea50d52 sequentiality is a way of representing this
w,Phonemic,NA,w,
n,Phonemic,NA,n,
k,Phonemic,NA,k,
ʷ,Phonemic,NA,ʷ,
s,Phonemic,NA,s,
β,Phonemic,NA,β,
p,Phonemic,NA,p,
u,Phonemic,NA,u,
ɬ,Phonemic,NA,ɬ,
č,Phonemic,NA,tʃ,
d,Phonemic,NA,d,
b,Phonemic,NA,b,
m̉,Phonemic,NA,ʔm,
g,Phonemic,NA,g,http://www.pueblos-originarios.ucb.edu.bo:4080/digital/106000823.pdf according to dictionary this is a simultaneous glottal stop and an n; according to https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/proposal-for-superscript-diacritics-for-prenasalization-preglottalization-and-preaspiration/DD38607E2B214C967E8558FAE766B062/share/f855d3b866d424f2a3283aa841c895701ea50d52 sequentiality is a way of representing this
