Form,transcription,alt_form,alt_transcription,language,english.name,ontological.category,has.phon,phon,method
måge,StandardOrth,NA,NA,Danish,seagull,Person/Thing,NA,,
fisk-mås,StandardOrth,NA,NA,Swedish,seagull,Person/Thing,NA,fɪɧ-moːs,epitran
mås,StandardOrth,NA,NA,Swedish,seagull,Person/Thing,NA,moːs,epitran
seagull,StandardOrth,NA,NA,English,seagull,Person/Thing,NA,siˈgʌˌl,cmu.in.ipa
zeemeeuw,StandardOrth,NA,NA,Dutch,seagull,Person/Thing,NA,zeːɛmeːw,epitran
Möwe,StandardOrth,NA,Original (M. R. Key),German,seagull,Person/Thing,FALSE,møvə,epitran
kaija,StandardOrth,NA,NA,Latvian,seagull,Person/Thing,NA,kaijɐ,multilingual-g2p
racek,StandardOrth,NA,NA,Czech,seagull,Person/Thing,NA,ratsek,multilingual-g2p
mewa,StandardOrth,NA,NA,Polish,seagull,Person/Thing,NA,mɛva,epitran
кæсаглас,CyrillTrans,NA,NA,Ossetic,heron,Person/Thing,NA,kəsaɡlas,
eroði'os,LatinTrans,NA,NA,Modern Greek,heron,Person/Thing,NA,ɪɹɒðɪəʊz,multilingual-g2p
airone,StandardOrth,NA,NA,Italian,heron,Person/Thing,NA,airone,epitran
héron,StandardOrth,NA,NA,French,heron,Person/Thing,NA,erɔ̃,epitran
garça,StandardOrth,NA,NA,Portuguese,heron,Person/Thing,NA,ɡɐɾsɐ,epitran
hejre,StandardOrth,NA,NA,Danish,heron,Person/Thing,NA,,
häger,StandardOrth,NA,NA,Swedish,heron,Person/Thing,NA,hɛːjeːr,epitran
heron,StandardOrth,NA,NA,English,heron,Person/Thing,NA,hɛˈɹʌn,cmu.in.ipa
reiger,StandardOrth,NA,NA,Dutch,heron,Person/Thing,NA,rɛjɪɣɛr,epitran
Reiher,StandardOrth,NA,Original (M. R. Key),German,heron,Person/Thing,FALSE,raihə,epitran
gārnis,StandardOrth,NA,NA,Latvian,heron,Person/Thing,NA,ɡaʀnis,multilingual-g2p
dzēse,StandardOrth,NA,NA,Latvian,heron,Person/Thing,NA,dzese,multilingual-g2p
volavka,StandardOrth,NA,NA,Czech,heron,Person/Thing,NA,volafka,multilingual-g2p
czapla,StandardOrth,NA,NA,Polish,heron,Person/Thing,NA,t͡ʂapla,epitran
маргъ,CyrillTrans,NA,NA,Ossetic,bird,Person/Thing,NA,marʁ,
pu'li,LatinTrans,NA,NA,Modern Greek,bird,Person/Thing,NA,pʌli,multilingual-g2p
uccello,StandardOrth,NA,NA,Italian,bird,Person/Thing,NA,ut͡ʃːelːo,epitran
oiseau,StandardOrth,NA,NA,French,bird,Person/Thing,NA,wazo,epitran
ocell,StandardOrth,NA,NA,Catalan,bird,Person/Thing,NA,ɔsɛʎ,epitran
pássaro,StandardOrth,NA,NA,Portuguese,bird,Person/Thing,NA,paʃsɐɾo,epitran
ave,StandardOrth,NA,NA,Portuguese,bird,Person/Thing,NA,ɐvɛ,epitran
pasăre,StandardOrth,NA,NA,Romanian,bird,Person/Thing,NA,pasəre,epitran
fugl,StandardOrth,NA,NA,Danish,bird,Person/Thing,NA,,
fågel,StandardOrth,NA,NA,Swedish,bird,Person/Thing,NA,foːjeːl,epitran
bird,StandardOrth,NA,NA,English,bird,Person/Thing,NA,bɚˈd,cmu.in.ipa
vogel,StandardOrth,NA,NA,Dutch,bird,Person/Thing,NA,voːɣɛl,epitran
Vogel,StandardOrth,NA,Original (M. R. Key),German,bird,Person/Thing,FALSE,foːɡel,epitran
putns,StandardOrth,NA,NA,Latvian,bird,Person/Thing,NA,putns,multilingual-g2p
pták,StandardOrth,NA,NA,Czech,bird,Person/Thing,NA,ptak,multilingual-g2p
ptak,StandardOrth,NA,NA,Polish,bird,Person/Thing,NA,ptak,epitran
ахстон,CyrillTrans,NA,NA,Ossetic,nest,Person/Thing,NA,aχston,
fo'lia,LatinTrans,NA,NA,Modern Greek,nest,Person/Thing,NA,fɒliə,multilingual-g2p
nido,StandardOrth,NA,NA,Italian,nest,Person/Thing,NA,nido,epitran
nid,StandardOrth,NA,NA,French,nest,Person/Thing,NA,ni,epitran
niu,StandardOrth,NA,NA,Catalan,nest,Person/Thing,NA,nib,epitran
ninho,StandardOrth,NA,NA,Portuguese,nest,Person/Thing,NA,nino,epitran
rede,StandardOrth,NA,NA,Danish,nest,Person/Thing,NA,,
bo,StandardOrth,NA,NA,Swedish,nest,Person/Thing,NA,buː,epitran
näste,StandardOrth,NA,NA,Swedish,nest,Person/Thing,NA,nɛsteː,epitran
rede,StandardOrth,NA,NA,Swedish,nest,Person/Thing,NA,reːdeː,epitran
nest,StandardOrth,NA,NA,English,nest,Person/Thing,NA,nɛˈst,cmu.in.ipa
nest,StandardOrth,NA,NA,Dutch,nest,Person/Thing,NA,nɛst,epitran
Nest,StandardOrth,NA,Original (M. R. Key),German,nest,Person/Thing,FALSE,nest,epitran
ligzda,StandardOrth,NA,NA,Latvian,nest,Person/Thing,NA,liɡzdɐ,multilingual-g2p
perēklis,StandardOrth,NA,NA,Latvian,nest,Person/Thing,NA,peʀeklis,multilingual-g2p
hnízdo,StandardOrth,NA,NA,Czech,nest,Person/Thing,NA,hɲizdo,multilingual-g2p
gniazdo,StandardOrth,NA,NA,Polish,nest,Person/Thing,NA,ɡɲazdɔ,epitran
бабыз,CyrillTrans,NA,NA,Ossetic,duck,Person/Thing,NA,babɨz,
'papia,LatinTrans,NA,NA,Modern Greek,duck,Person/Thing,NA,peɪpiə,multilingual-g2p
anatra,StandardOrth,NA,NA,Italian,duck,Person/Thing,NA,anatra,epitran
canard,StandardOrth,NA,NA,French,duck,Person/Thing,NA,kanard,epitran
ànec,StandardOrth,NA,NA,Catalan,duck,Person/Thing,NA,anɛk,epitran
pato,StandardOrth,NA,NA,Portuguese,duck,Person/Thing,NA,pɐto,epitran
raţă,StandardOrth,NA,NA,Romanian,duck,Person/Thing,NA,rat͡sə,epitran
and,StandardOrth,NA,NA,Danish,duck,Person/Thing,NA,,
and,StandardOrth,NA,NA,Swedish,duck,Person/Thing,NA,ɐnd,epitran
duck,StandardOrth,NA,NA,English,duck,Person/Thing,NA,dʌˈk,cmu.in.ipa
eend,StandardOrth,NA,NA,Dutch,duck,Person/Thing,NA,eːnt,epitran
Ente,StandardOrth,NA,Original (M. R. Key),German,duck,Person/Thing,FALSE,əntə,epitran
pīle,StandardOrth,NA,NA,Latvian,duck,Person/Thing,NA,pile,multilingual-g2p
kachna,StandardOrth,NA,NA,Czech,duck,Person/Thing,NA,kaxna,multilingual-g2p
kaczka,StandardOrth,NA,NA,Polish,duck,Person/Thing,NA,kat͡ʂka,epitran
хъаз,CyrillTrans,NA,NA,Ossetic,goose,Person/Thing,NA,qaz,
'xina,LatinTrans,NA,NA,Modern Greek,goose,Person/Thing,NA,zinə,multilingual-g2p
oca,StandardOrth,NA,NA,Italian,goose,Person/Thing,NA,oka,epitran
oie,StandardOrth,NA,NA,French,goose,Person/Thing,NA,ɔj,epitran
oca,StandardOrth,NA,NA,Catalan,goose,Person/Thing,NA,ɔka,epitran
ganso,StandardOrth,NA,NA,Portuguese,goose,Person/Thing,NA,ɡɐnso,epitran
gîscă,StandardOrth,NA,NA,Romanian,goose,Person/Thing,NA,d͡ʒɨskə,epitran
gås,StandardOrth,NA,NA,Danish,goose,Person/Thing,NA,,
gås,StandardOrth,NA,NA,Swedish,goose,Person/Thing,NA,ɡoːs,epitran
goose,StandardOrth,NA,NA,English,goose,Person/Thing,NA,guˈs,cmu.in.ipa
gans,StandardOrth,NA,NA,Dutch,goose,Person/Thing,NA,ɣɑns,epitran
Gans,StandardOrth,NA,Original (M. R. Key),German,goose,Person/Thing,FALSE,ɡans,epitran
zoss,StandardOrth,NA,NA,Latvian,goose,Person/Thing,NA,zuoss,multilingual-g2p
husa,StandardOrth,NA,NA,Czech,goose,Person/Thing,NA,husa,multilingual-g2p
gęś,StandardOrth,NA,NA,Polish,goose,Person/Thing,NA,ɡɛ̃ɕ,epitran
ko'topulo,LatinTrans,NA,NA,Modern Greek,chicken,Person/Thing,NA,kɒtəpjʊləʊ,multilingual-g2p
pollo,StandardOrth,NA,NA,Italian,chicken,Person/Thing,NA,polːo,epitran
poulet,StandardOrth,NA,NA,French,chicken,Person/Thing,NA,pulɛ,epitran
pollastre,StandardOrth,NA,NA,Catalan,chicken,Person/Thing,NA,pɔʎastɾɛ,epitran
frango,StandardOrth,NA,NA,Portuguese,chicken,Person/Thing,NA,fɾɐnɡo,epitran
kylling,StandardOrth,NA,NA,Danish,chicken,Person/Thing,NA,,
höns,StandardOrth,NA,NA,Swedish,chicken,Person/Thing,NA,hœns,epitran
kyckling,StandardOrth,NA,NA,Swedish,chicken,Person/Thing,NA,ɕʏklɪŋ,epitran
chicken,StandardOrth,NA,NA,English,chicken,Person/Thing,NA,ʧɪˈkʌn,cmu.in.ipa
kuiken,StandardOrth,NA,NA,Dutch,chicken,Person/Thing,NA,kœɥɪkɛn,epitran
kip,StandardOrth,NA,NA,Dutch,chicken,Person/Thing,NA,kɪp,epitran
Kücken,StandardOrth,NA,Original (M. R. Key),German,chicken,Person/Thing,FALSE,kyːkən,epitran
Hühnchen,StandardOrth,NA,Original (M. R. Key),German,chicken,Person/Thing,FALSE,hyːnxən,epitran
cālis,StandardOrth,NA,NA,Latvian,chicken,Person/Thing,NA,tsalis,multilingual-g2p
kuře,StandardOrth,NA,NA,Czech,chicken,Person/Thing,NA,kure,multilingual-g2p
kurczę,StandardOrth,NA,NA,Polish,chicken,Person/Thing,NA,kurt͡ʂɛ,epitran
карк,CyrillTrans,NA,NA,Ossetic,hen,Person/Thing,NA,kark,
'kota,LatinTrans,NA,NA,Modern Greek,hen,Person/Thing,NA,kəʊtə,multilingual-g2p
gallina,StandardOrth,NA,NA,Italian,hen,Person/Thing,NA,ɡalːina,epitran
poule,StandardOrth,NA,NA,French,hen,Person/Thing,NA,pul,epitran
gallina,StandardOrth,NA,NA,Catalan,hen,Person/Thing,NA,ɡaʎina,epitran
galinha,StandardOrth,NA,NA,Portuguese,hen,Person/Thing,NA,ɡɐlinɐ,epitran
găină,StandardOrth,NA,NA,Romanian,hen,Person/Thing,NA,ɡəinə,epitran
høne,StandardOrth,NA,NA,Danish,hen,Person/Thing,NA,,
höna,StandardOrth,NA,NA,Swedish,hen,Person/Thing,NA,høːnɑː,epitran
hen,StandardOrth,NA,NA,English,hen,Person/Thing,NA,hɛˈn,cmu.in.ipa
hen,StandardOrth,NA,NA,Dutch,hen,Person/Thing,NA,hɛn,epitran
Huhn,StandardOrth,NA,Original (M. R. Key),German,hen,Person/Thing,FALSE,huːn,epitran
Henne,StandardOrth,NA,Original (M. R. Key),German,hen,Person/Thing,FALSE,hənnə,epitran
vista,StandardOrth,NA,NA,Latvian,hen,Person/Thing,NA,vistɐ,multilingual-g2p
slepice,StandardOrth,NA,NA,Czech,hen,Person/Thing,NA,slepitse,multilingual-g2p
kura,StandardOrth,NA,NA,Polish,hen,Person/Thing,NA,kura,epitran
kokosz,StandardOrth,NA,NA,Polish,hen,Person/Thing,NA,kɔkɔʂ,epitran
уасæг,CyrillTrans,NA,NA,Ossetic,"cock, rooster",Person/Thing,NA,uasəɡ,
'kokoras,LatinTrans,NA,NA,Modern Greek,"cock, rooster",Person/Thing,NA,kɒkɔɹəz,multilingual-g2p
gallo,StandardOrth,NA,NA,Italian,"cock, rooster",Person/Thing,NA,ɡalːo,epitran
coq,StandardOrth,NA,NA,French,"cock, rooster",Person/Thing,NA,kɔq,epitran
gall,StandardOrth,NA,NA,Catalan,"cock, rooster",Person/Thing,NA,ɡaʎ,epitran
galo,StandardOrth,NA,NA,Portuguese,"cock, rooster",Person/Thing,NA,ɡɐlo,epitran
cocoş,StandardOrth,NA,NA,Romanian,"cock, rooster",Person/Thing,NA,kokoʃ,epitran
hane,StandardOrth,NA,NA,Danish,"cock, rooster",Person/Thing,NA,,
tupp,StandardOrth,NA,NA,Swedish,"cock, rooster",Person/Thing,NA,tɵp,epitran
hane,StandardOrth,NA,NA,Swedish,"cock, rooster",Person/Thing,NA,hɑːneː,epitran
cock,StandardOrth,NA,NA,English,"cock, rooster",Person/Thing,NA,kɑˈk,cmu.in.ipa
rooster,StandardOrth,NA,NA,English,"cock, rooster",Person/Thing,NA,ɹuˈstɚ,cmu.in.ipa
haan,StandardOrth,NA,NA,Dutch,"cock, rooster",Person/Thing,NA,haːn,epitran
Hahn,StandardOrth,NA,Original (M. R. Key),German,"cock, rooster",Person/Thing,FALSE,haːn,epitran
Gockel,StandardOrth,NA,Original (M. R. Key),German,"cock, rooster",Person/Thing,FALSE,ɡoːkel,epitran
gailis,StandardOrth,NA,NA,Latvian,"cock, rooster",Person/Thing,NA,ɡailis,multilingual-g2p
kohout,StandardOrth,NA,NA,Czech,"cock, rooster",Person/Thing,NA,kohoʊt,multilingual-g2p
kogut,StandardOrth,NA,NA,Polish,"cock, rooster",Person/Thing,NA,kɔɡut,epitran
pietuch,StandardOrth,NA,NA,Polish,"cock, rooster",Person/Thing,NA,pjɛtux,epitran
хæргæфс,CyrillTrans,NA,NA,Ossetic,mule,Person/Thing,NA,χərɡəfs,
mu'lari,LatinTrans,NA,NA,Modern Greek,mule,Person/Thing,NA,mʌlɑɹi,multilingual-g2p
mulo,StandardOrth,NA,NA,Italian,mule,Person/Thing,NA,mulo,epitran
mulet,StandardOrth,NA,NA,French,mule,Person/Thing,NA,mylɛ,epitran
mula,StandardOrth,NA,NA,Catalan,mule,Person/Thing,NA,mula,epitran
catîr,StandardOrth,NA,NA,Romanian,mule,Person/Thing,NA,katɨr,epitran
muldyr,StandardOrth,NA,NA,Danish,mule,Person/Thing,NA,,
mulæsel,StandardOrth,NA,NA,Danish,mule,Person/Thing,NA,,
mul-åsna,StandardOrth,NA,NA,Swedish,mule,Person/Thing,NA,mʉːl-ɔsnɑː,epitran
mule,StandardOrth,NA,NA,English,mule,Person/Thing,NA,mjuˈl,cmu.in.ipa
muilezel,StandardOrth,NA,NA,Dutch,mule,Person/Thing,NA,mœɥɪleːzɛl,epitran
Maultier,StandardOrth,NA,Original (M. R. Key),German,mule,Person/Thing,FALSE,maultiə,epitran
Maulesel,StandardOrth,NA,Original (M. R. Key),German,mule,Person/Thing,FALSE,mauhleːsel,epitran
mūlis,StandardOrth,NA,NA,Latvian,mule,Person/Thing,NA,mulis,multilingual-g2p
mezek,StandardOrth,NA,NA,Czech,mule,Person/Thing,NA,mezek,multilingual-g2p
mul,StandardOrth,NA,NA,Czech,mule,Person/Thing,NA,mul,multilingual-g2p
muł,StandardOrth,NA,NA,Polish,mule,Person/Thing,NA,muw,epitran
puleri'ko,LatinTrans,NA,NA,Modern Greek,fowl,Person/Thing,NA,pjʊləɹɪkəʊ,multilingual-g2p
pollo,StandardOrth,NA,NA,Italian,fowl,Person/Thing,NA,polːo,epitran
pollame,StandardOrth,NA,NA,Italian,fowl,Person/Thing,NA,polːame,epitran
volaille,StandardOrth,NA,NA,French,fowl,Person/Thing,NA,vɔlajl,epitran
au,StandardOrth,NA,NA,Catalan,fowl,Person/Thing,NA,ab,epitran
ave,StandardOrth,NA,NA,Portuguese,fowl,Person/Thing,NA,ɐvɛ,epitran
fjerkræ,StandardOrth,NA,NA,Danish,fowl,Person/Thing,NA,,
fågel,StandardOrth,NA,NA,Swedish,fowl,Person/Thing,NA,foːjeːl,epitran
fowl,StandardOrth,NA,NA,English,fowl,Person/Thing,NA,fawˈl,cmu.in.ipa
gevogelte,StandardOrth,NA,NA,Dutch,fowl,Person/Thing,NA,ɣeːvoːɣɛlteː,epitran
Geflügel,StandardOrth,NA,Original (M. R. Key),German,fowl,Person/Thing,FALSE,ɡeflyːɡel,epitran
mājputni,StandardOrth,NA,NA,Latvian,fowl,Person/Thing,NA,majputni,multilingual-g2p
kur,StandardOrth,NA,NA,Czech,fowl,Person/Thing,NA,kur,multilingual-g2p
drób,StandardOrth,NA,NA,Polish,fowl,Person/Thing,NA,drub,epitran
хæрæг,CyrillTrans,NA,NA,Ossetic,"ass, donkey",Person/Thing,NA,χərəɡ,
хæссæн,CyrillTrans,NA,NA,Ossetic,"ass, donkey",Person/Thing,NA,χəssən,
ɣai'ðuri,LatinTrans,NA,NA,Modern Greek,"ass, donkey",Person/Thing,NA,ɡaməeɪaɪkwəʊtɛðjuɑɹaɪ,multilingual-g2p
'ɣaiðaros,LatinTrans,NA,NA,Modern Greek,"ass, donkey",Person/Thing,NA,ɡaməeɪaɪɛðeɪɑɹəʊɛs,multilingual-g2p
asino,StandardOrth,NA,NA,Italian,"ass, donkey",Person/Thing,NA,asino,epitran
âne,StandardOrth,NA,NA,French,"ass, donkey",Person/Thing,NA,ɑn,epitran
ase,StandardOrth,NA,NA,Catalan,"ass, donkey",Person/Thing,NA,asɛ,epitran
burro,StandardOrth,NA,NA,Catalan,"ass, donkey",Person/Thing,NA,buɾɾɔ,epitran
asno,StandardOrth,NA,NA,Portuguese,"ass, donkey",Person/Thing,NA,ɐʃno,epitran
burro,StandardOrth,NA,NA,Portuguese,"ass, donkey",Person/Thing,NA,buʁo,epitran
asin,StandardOrth,NA,NA,Romanian,"ass, donkey",Person/Thing,NA,asin,epitran
măgar,StandardOrth,NA,NA,Romanian,"ass, donkey",Person/Thing,NA,məɡar,epitran
æsel,StandardOrth,NA,NA,Danish,"ass, donkey",Person/Thing,NA,,
åsna,StandardOrth,NA,NA,Swedish,"ass, donkey",Person/Thing,NA,ɔsnɑː,epitran
ass,StandardOrth,NA,NA,English,"ass, donkey",Person/Thing,NA,æˈs,cmu.in.ipa
donkey,StandardOrth,NA,NA,English,"ass, donkey",Person/Thing,NA,dɑˈŋki,cmu.in.ipa
ezel,StandardOrth,NA,NA,Dutch,"ass, donkey",Person/Thing,NA,eːzɛl,epitran
Esel,StandardOrth,NA,Original (M. R. Key),German,"ass, donkey",Person/Thing,FALSE,esel,epitran
ēzelis,StandardOrth,NA,NA,Latvian,"ass, donkey",Person/Thing,NA,ezelis,multilingual-g2p
osel,StandardOrth,NA,NA,Czech,"ass, donkey",Person/Thing,NA,osel,multilingual-g2p
osioł,StandardOrth,NA,NA,Polish,"ass, donkey",Person/Thing,NA,ɔɕɔw,epitran
байраг,CyrillTrans,NA,NA,Ossetic,"foal, colt",Person/Thing,NA,bajraɡ,
pu'lari,LatinTrans,NA,NA,Modern Greek,"foal, colt",Person/Thing,NA,pʌlɑɹi,multilingual-g2p
puledro,StandardOrth,NA,NA,Italian,"foal, colt",Person/Thing,NA,puledro,epitran
poulain,StandardOrth,NA,NA,French,"foal, colt",Person/Thing,NA,pulɛ̃,epitran
poltre,StandardOrth,NA,NA,Catalan,"foal, colt",Person/Thing,NA,pɔltɾɛ,epitran
potro,StandardOrth,NA,NA,Portuguese,"foal, colt",Person/Thing,NA,potʁo,epitran
mînz,StandardOrth,NA,NA,Romanian,"foal, colt",Person/Thing,NA,mɨnz,epitran
føl,StandardOrth,NA,NA,Danish,"foal, colt",Person/Thing,NA,,
föl,StandardOrth,NA,NA,Swedish,"foal, colt",Person/Thing,NA,føːl,epitran
fåle,StandardOrth,NA,NA,Swedish,"foal, colt",Person/Thing,NA,foːleː,epitran
foal,StandardOrth,NA,NA,English,"foal, colt",Person/Thing,NA,fowˈl,cmu.in.ipa
colt,StandardOrth,NA,NA,English,"foal, colt",Person/Thing,NA,kowˈlt,cmu.in.ipa
veulen,StandardOrth,NA,NA,Dutch,"foal, colt",Person/Thing,NA,vøːʏlɛn,epitran
Fohlen,StandardOrth,NA,Original (M. R. Key),German,"foal, colt",Person/Thing,FALSE,foːlən,epitran
kumel̩š,StandardOrth,NA,NA,Latvian,"foal, colt",Person/Thing,NA,kumels,multilingual-g2p
hříbě,StandardOrth,NA,NA,Czech,"foal, colt",Person/Thing,NA,hr̩ibe,multilingual-g2p
źrebię,StandardOrth,NA,NA,Polish,"foal, colt",Person/Thing,NA,ʑrɛbjɛ,epitran
ефс,CyrillTrans,NA,NA,Ossetic,mare,Person/Thing,NA,efs,
ефсбæх,CyrillTrans,NA,NA,Ossetic,mare,Person/Thing,NA,efsbəχ,
fo'raða,LatinTrans,NA,NA,Modern Greek,mare,Person/Thing,NA,fəɹɑðə,multilingual-g2p
giumenta,StandardOrth,NA,NA,Italian,mare,Person/Thing,NA,d͡ʒumenta,epitran
jument,StandardOrth,NA,NA,French,mare,Person/Thing,NA,ʒym,epitran
euga,StandardOrth,NA,NA,Catalan,mare,Person/Thing,NA,ɛbɡa,epitran
égua,StandardOrth,NA,NA,Portuguese,mare,Person/Thing,NA,eɡɐ,epitran
iapă,StandardOrth,NA,NA,Romanian,mare,Person/Thing,NA,iapə,epitran
hoppe,StandardOrth,NA,NA,Danish,mare,Person/Thing,NA,,
sto,StandardOrth,NA,NA,Swedish,mare,Person/Thing,NA,stuː,epitran
märr,StandardOrth,NA,NA,Swedish,mare,Person/Thing,NA,mɛr,epitran
mare,StandardOrth,NA,NA,English,mare,Person/Thing,NA,mɛˈɹ,cmu.in.ipa
merrie,StandardOrth,NA,NA,Dutch,mare,Person/Thing,NA,mɛrriːeː,epitran
Stute,StandardOrth,NA,Original (M. R. Key),German,mare,Person/Thing,FALSE,stutə,epitran
(Mähre),StandardOrth,NA,Original (M. R. Key),German,mare,Person/Thing,FALSE,(meːre),epitran
k̩ēve,StandardOrth,NA,NA,Latvian,mare,Person/Thing,NA,keve,multilingual-g2p
klisna,StandardOrth,NA,NA,Czech,mare,Person/Thing,NA,klisna,multilingual-g2p
kobyla,StandardOrth,NA,NA,Czech,mare,Person/Thing,NA,kobila,multilingual-g2p
klacz,StandardOrth,NA,NA,Polish,mare,Person/Thing,NA,klat͡ʂ,epitran
kobyła,StandardOrth,NA,NA,Polish,mare,Person/Thing,NA,kɔbɨwa,epitran
уырс,CyrillTrans,NA,NA,Ossetic,stallion,Person/Thing,NA,uɨrs,
stallone,StandardOrth,NA,NA,Italian,stallion,Person/Thing,NA,stalːone,epitran
étalon,StandardOrth,NA,NA,French,stallion,Person/Thing,NA,etalɔ̃,epitran
semental,StandardOrth,NA,NA,Catalan,stallion,Person/Thing,NA,sɛmɛntal,epitran
cavall,StandardOrth,NA,NA,Catalan,stallion,Person/Thing,NA,kabaʎ,epitran
garanhão,StandardOrth,NA,NA,Portuguese,stallion,Person/Thing,NA,ɡɐɾɐnɐ̃w̃,epitran
armăsar,StandardOrth,NA,NA,Romanian,stallion,Person/Thing,NA,arməsar,epitran
hingst,StandardOrth,NA,NA,Danish,stallion,Person/Thing,NA,,
hingst,StandardOrth,NA,NA,Swedish,stallion,Person/Thing,NA,hɪŋst,epitran
stallion,StandardOrth,NA,NA,English,stallion,Person/Thing,NA,stæˈljʌn,cmu.in.ipa
hengst,StandardOrth,NA,NA,Dutch,stallion,Person/Thing,NA,hɛnxst,epitran
Hengst,StandardOrth,NA,Original (M. R. Key),German,stallion,Person/Thing,FALSE,hənɡst,epitran
ērzelis,StandardOrth,NA,NA,Latvian,stallion,Person/Thing,NA,eʀzelis,multilingual-g2p
hřebec,StandardOrth,NA,NA,Czech,stallion,Person/Thing,NA,hr̩ebets,multilingual-g2p
ogier,StandardOrth,NA,NA,Polish,stallion,Person/Thing,NA,ɔɡʲɛr,epitran
drygant,StandardOrth,NA,NA,Polish,stallion,Person/Thing,NA,drɨɡant,epitran
stadnik,StandardOrth,NA,NA,Polish,stallion,Person/Thing,NA,stadɲik,epitran
бæх,CyrillTrans,NA,NA,Ossetic,horse (equine),Person/Thing,NA,bəχ,
'aloɣo,LatinTrans,NA,NA,Modern Greek,horse (equine),Person/Thing,NA,eɪɛləʊɡaməəʊ,multilingual-g2p
'ipos,LatinTrans,NA,NA,Modern Greek,horse (equine),Person/Thing,NA,aɪpəʊz,multilingual-g2p
cavallo,StandardOrth,NA,NA,Italian,horse (equine),Person/Thing,NA,kavalːo,epitran
cheval,StandardOrth,NA,NA,French,horse (equine),Person/Thing,NA,ʃəval,epitran
cavall,StandardOrth,NA,NA,Catalan,horse (equine),Person/Thing,NA,kabaʎ,epitran
cavalo,StandardOrth,NA,NA,Portuguese,horse (equine),Person/Thing,NA,kɐvɐlo,epitran
cal,StandardOrth,NA,NA,Romanian,horse (equine),Person/Thing,NA,kal,epitran
hest,StandardOrth,NA,NA,Danish,horse (equine),Person/Thing,NA,,
häst,StandardOrth,NA,NA,Swedish,horse (equine),Person/Thing,NA,hɛst,epitran
horse,StandardOrth,NA,NA,English,horse (equine),Person/Thing,NA,hɔˈɹs,cmu.in.ipa
paard,StandardOrth,NA,NA,Dutch,horse (equine),Person/Thing,NA,paːrt,epitran
Pferd,StandardOrth,NA,Original (M. R. Key),German,horse (equine),Person/Thing,FALSE,p͡feət,epitran
(Ross),StandardOrth,NA,Original (M. R. Key),German,horse (equine),Person/Thing,FALSE,(ros),epitran
(Gaul),StandardOrth,NA,Original (M. R. Key),German,horse (equine),Person/Thing,FALSE,(ɡaul),epitran
zirgs,StandardOrth,NA,NA,Latvian,horse (equine),Person/Thing,NA,ziʀɡs,multilingual-g2p
kůň,StandardOrth,NA,NA,Czech,horse (equine),Person/Thing,NA,kun,multilingual-g2p
koń,StandardOrth,NA,NA,Polish,horse (equine),Person/Thing,NA,kɔɲ,epitran
сæныкк,CyrillTrans,NA,NA,Ossetic,kid,Person/Thing,NA,sənɨkk,
ka'tsiki,LatinTrans,NA,NA,Modern Greek,kid,Person/Thing,NA,katsɪki,multilingual-g2p
katsi'kaki,LatinTrans,NA,NA,Modern Greek,kid,Person/Thing,NA,katsɪkaki,multilingual-g2p
capretto,StandardOrth,NA,NA,Italian,kid,Person/Thing,NA,kapretːo,epitran
chevreau,StandardOrth,NA,NA,French,kid,Person/Thing,NA,ʃɛvro,epitran
cabrit,StandardOrth,NA,NA,Catalan,kid,Person/Thing,NA,kabɾit,epitran
cabrito,StandardOrth,NA,NA,Portuguese,kid,Person/Thing,NA,kɐbʁito,epitran
caprioară,StandardOrth,NA,NA,Romanian,kid,Person/Thing,NA,kaprioarə,epitran
kid,StandardOrth,NA,NA,Danish,kid,Person/Thing,NA,,
kid,StandardOrth,NA,NA,Swedish,kid,Person/Thing,NA,ɕiːd,epitran
kid,StandardOrth,NA,NA,English,kid,Person/Thing,NA,kɪˈd,cmu.in.ipa
geitje,StandardOrth,NA,NA,Dutch,kid,Person/Thing,NA,ɣɛjtjeː,epitran
Zicklein,StandardOrth,NA,Original (M. R. Key),German,kid,Person/Thing,FALSE,t͡siklain,epitran
kazlēns,StandardOrth,NA,NA,Latvian,kid,Person/Thing,NA,kazlens,multilingual-g2p
kůzle,StandardOrth,NA,NA,Czech,kid,Person/Thing,NA,kuzle,multilingual-g2p
koźlę,StandardOrth,NA,NA,Polish,kid,Person/Thing,NA,kɔʑlɛ,epitran
цæу,CyrillTrans,NA,NA,Ossetic,he-goat,Person/Thing,NA,t͡səu,
'traɣos,LatinTrans,NA,NA,Modern Greek,he-goat,Person/Thing,NA,tiɑɹeɪɡaməəʊɛs,multilingual-g2p
caprone,StandardOrth,NA,NA,Italian,he-goat,Person/Thing,NA,kaprone,epitran
bouc,StandardOrth,NA,NA,French,he-goat,Person/Thing,NA,buk,epitran
cabró,StandardOrth,NA,NA,Catalan,he-goat,Person/Thing,NA,kabɾo,epitran
bode,StandardOrth,NA,NA,Portuguese,he-goat,Person/Thing,NA,bodɛ,epitran
ţap,StandardOrth,NA,NA,Romanian,he-goat,Person/Thing,NA,t͡sap,epitran
buk,StandardOrth,NA,NA,Danish,he-goat,Person/Thing,NA,,
bock,StandardOrth,NA,NA,Swedish,he-goat,Person/Thing,NA,bɔk,epitran
he-goat,StandardOrth,NA,NA,English,he-goat,Person/Thing,NA,NA,cmu.in.ipa
bok,StandardOrth,NA,NA,Dutch,he-goat,Person/Thing,NA,bɔk,epitran
