,Matthews,AUC,Accuracy,F1,ActionAccuracy,ThingAccuracy
0,0.35317768114477327,0.6110232067510548,0.5978375527426161,0.33333333333333337,0.20833333333333334,0.9873417721518988
1,0.27028380249863715,0.7157172995780591,0.6524261603375527,0.4666666666666666,0.5833333333333334,0.7215189873417721
2,0.32914128345854937,0.6714135021097046,0.6595464135021097,0.4782608695652174,0.4583333333333333,0.8607594936708861
3,0.6588368038186195,0.8027426160337553,0.75,0.6666666666666666,0.5,1.0
4,0.24183268298289307,0.670940170940171,0.6378205128205128,0.4516129032258065,0.5833333333333334,0.6923076923076923
5,0.3463246436938147,0.7409188034188035,0.6650641025641025,0.4888888888888889,0.4583333333333333,0.8717948717948718
6,0.4551282051282051,0.7708333333333334,0.7275641025641026,0.5833333333333334,0.5833333333333334,0.8717948717948718
7,0.18269230769230768,0.5822649572649572,0.5913461538461539,0.375,0.375,0.8076923076923077
8,0.42461769583622017,0.7473290598290598,0.6987179487179487,0.5454545454545454,0.5,0.8974358974358975
9,0.5178057779499754,0.795138888888889,0.7467948717948718,0.6222222222222222,0.5833333333333334,0.9102564102564102
