,Matthews,AUC,Accuracy,F1,ActionAccuracy,ThingAccuracy
0,0.3571264538085806,0.7591145833333333,0.6979166666666667,0.5573770491803279,0.7083333333333334,0.6875
1,0.4185005482360773,0.75,0.734375,0.591549295774648,0.875,0.59375
2,0.48095147426745133,0.84765625,0.7682291666666667,0.6349206349206349,0.8333333333333334,0.703125
3,0.461531758432375,0.8179347826086957,0.7612092391304348,0.608695652173913,0.9130434782608695,0.609375
4,0.5261340538365828,0.8273809523809523,0.7797619047619048,0.6666666666666665,0.75,0.8095238095238095
5,0.4844813951249544,0.806878306878307,0.7708333333333333,0.6363636363636364,0.875,0.6666666666666666
6,0.3744654309470488,0.7863756613756614,0.7083333333333333,0.5714285714285714,0.75,0.6666666666666666
7,0.5656614751032667,0.8346560846560847,0.7956349206349207,0.6923076923076924,0.75,0.8412698412698413
8,0.28031178910351484,0.6957671957671958,0.6537698412698413,0.5084745762711864,0.625,0.6825396825396826
9,0.47003550784687215,0.8128306878306879,0.7628968253968254,0.6268656716417911,0.875,0.6507936507936508
