,Matthews,AUC,Accuracy,F1,ActionAccuracy,ThingAccuracy
0,0.24688535993934704,0.6111111111111112,0.6333333333333333,0.5217391304347826,0.6666666666666666,0.6
1,0.4057204129667897,0.6333333333333333,0.6111111111111112,0.3636363636363636,0.2222222222222222,1.0
2,0.5773851322837181,0.8111111111111111,0.7527777777777778,0.6666666666666667,0.5555555555555556,0.95
3,0.48309381038223786,0.6499999999999999,0.6972222222222222,0.5714285714285714,0.4444444444444444,0.95
4,0.1914455827031196,0.5157894736842106,0.5815789473684211,0.5454545454545454,0.9,0.2631578947368421
5,0.4856618642571828,0.7894736842105263,0.7251461988304093,0.6250000000000001,0.5555555555555556,0.8947368421052632
6,0.5353033790313108,0.8538011695906433,0.7865497076023391,0.6956521739130435,0.8888888888888888,0.6842105263157895
7,0.3858604196329899,0.7602339181286549,0.7017543859649122,0.6,0.6666666666666666,0.7368421052631579
8,0.2560762556992418,0.5497076023391814,0.5847953216374269,0.3333333333333333,0.2222222222222222,0.9473684210526315
9,0.33113308926626095,0.7543859649122807,0.6754385964912281,0.5714285714285715,0.6666666666666666,0.6842105263157895
