value,transcription,alt_transcription,IPA,Comment
k,Phonemic,NA,,
ɨ,Phonemic,NA,,
t,Phonemic,NA,,
.,Phonemic,NA,,
1,Phonemic,NA,,
ʔ,Phonemic,NA,,
ɔ,Phonemic,NA,,
ŋ,Phonemic,NA,,
2,Phonemic,NA,,
-,Phonemic,NA,,
m,Phonemic,NA,,
j,Phonemic,NA,,
ɛ,Phonemic,NA,,
a,Phonemic,NA,,
w,Phonemic,NA,,
5,Phonemic,NA,,
ə,Phonemic,NA,,
n,Phonemic,NA,,
 ,Phonemic,NA,,
4,Phonemic,NA,,
e,Phonemic,NA,,
:,Phonemic,NA,,
c,Phonemic,NA,,
h,Phonemic,NA,,
l,Phonemic,NA,,
s,Phonemic,NA,,
p,Phonemic,NA,,
3,Phonemic,NA,,
u,Phonemic,NA,,
o,Phonemic,NA,,
i,Phonemic,NA,,
d,Phonemic,NA,,
ʒ,Phonemic,NA,,
(,Phonemic,NA,,
A,Phonemic,NA,,
L,Phonemic,NA,,
T,Phonemic,NA,,
+,Phonemic,NA,,
B,Phonemic,NA,,
),Phonemic,NA,,
ń,Phonemic,NA,,
P,Phonemic,NA,,
x,Phonemic,NA,,
],Phonemic,NA,,
