value,transcription,alt_transcription,IPA,Comment
ŋ,Phonemic,NA,ŋ,
o,Phonemic,NA,o,
0,Phonemic,NA,1,
1,Phonemic,NA,2,
11,Phonemic,NA,3,
2,Phonemic,NA,4,
3,Phonemic,NA,5,
54,Phonemic,NA,6,
7,Phonemic,NA,7,
8,Phonemic,NA,8,
9,Phonemic,NA,9,
b,Phonemic,NA,b,
a,Phonemic,NA,a,
:,Phonemic,NA,ː,
i,Phonemic,NA,i,
c,Phonemic,NA,ts,https://abvd.shh.mpg.de/austronesian/language.php?id=772 compare words
h,Phonemic,NA,h,
n,Phonemic,NA,n,
u,Phonemic,NA,u,
t́,Phonemic,NA,ȶ,compared words in https://abvd.shh.mpg.de/austronesian/language.php?id=772
p,Phonemic,NA,p,
ń,Phonemic,NA,ȵ,https://abvd.shh.mpg.de/austronesian/language.php?id=772 compared words
g,Phonemic,NA,g,
w,Phonemic,NA,w,
z,Phonemic,NA,z,
ɨ,Phonemic,NA,ɨ,
ł,Phonemic,NA,ł,
m,Phonemic,NA,m,
t,Phonemic,NA,t,
k,Phonemic,NA,k,
d,Phonemic,NA,d,
l,Phonemic,NA,l,
f,Phonemic,NA,f,
e,Phonemic,NA,e,
r,Phonemic,NA,r,
ʔ,Phonemic,NA,ʔ,
v,Phonemic,NA,v,
j,Phonemic,NA,j,
ə,Phonemic,NA,ə,
q,Phonemic,NA,q,
ś,Phonemic,NA,s,appears only once
