value,transcription,alt_transcription,IPA,Comment
t,NA,NA,t,
i,NA,NA,i,
ŋ,NA,NA,ŋ,
1,NA,NA,1,
2,NA,NA,2,
3,NA,NA,3,
4,NA,NA,4,
5,NA,NA,5,
6,NA,NA,6,
7,NA,NA,7,
8,NA,NA,8,
0,NA,NA,0,
v,NA,NA,v,
ɛ,NA,NA,ɛ,
ć,NA,NA,c,https://abvd.shh.mpg.de/austronesian/language.php?id=784 compared here
m,NA,NA,m,
p,NA,NA,p,
o,NA,NA,o,
l,NA,NA,l,
ə,NA,NA,ə,
n,NA,NA,n,
ʔ,NA,NA,ʔ,
d,NA,NA,d,
a,NA,NA,a,
:,NA,NA,ː,
u,NA,NA,u,
ɔ,NA,NA,ɔ,
ń,NA,NA,ȵ,from https://abvd.shh.mpg.de/austronesian/language.php?id=784
e,NA,NA,e,
s,NA,NA,s,
I,NA,NA,i,
c,NA,NA,ts,from https://abvd.shh.mpg.de/austronesian/language.php?id=784
h,NA,NA,h,
j,NA,NA,j,
k,NA,NA,k,
b,NA,NA,b,
w,NA,NA,w,
f,NA,NA,f,
ś,NA,NA,ɕ,from https://abvd.shh.mpg.de/austronesian/language.php?id=784
z,NA,NA,z,
ɨ,NA,NA,ɨ,
ü,NA,NA,u,
ǖ,NA,NA,u,
g,NA,NA,g,
r,NA,NA,r,
