value,transcription,alt_transcription,IPA,Comment
c,Phonemic,NA,tʂ,https://www-proquest-com.proxy.library.cornell.edu/docview/305226246/abstract compare with words
a,Phonemic,NA,a,
ŋ,Phonemic,NA,ŋ,
13,Phonemic,NA,1,
3,Phonemic,NA,2,
31,Phonemic,NA,3,
33,Phonemic,NA,4,
35,Phonemic,NA,5,
4,Phonemic,NA,6,
42,Phonemic,NA,7,
s,Phonemic,NA,s,
k,Phonemic,NA,k,
o,Phonemic,NA,o,
t,Phonemic,NA,t,
ń,Phonemic,NA,ɲ,
m,Phonemic,NA,m,
u,Phonemic,NA,u,
p,Phonemic,NA,p,
ə,Phonemic,NA,ə,
i,Phonemic,NA,i,
h,Phonemic,NA,h,
I,Phonemic,NA,i,
j,Phonemic,NA,j,
n,Phonemic,NA,n,
z,Phonemic,NA,z,
l,Phonemic,NA,l,
e,Phonemic,NA,e,
v,Phonemic,NA,v,
ć,Phonemic,NA,dz,https://www-proquest-com.proxy.library.cornell.edu/docview/305226246/abstract compare eg words
ʒ́,Phonemic,NA,ʒ,
f,Phonemic,NA,f,
ʔ,Phonemic,NA,ʔ,
ɣ,Phonemic,NA,ɣ,
r,Phonemic,NA,r,
ɨ,Phonemic,NA,ɨ,
ɛ,Phonemic,NA,ɛ,
w,Phonemic,NA,w,
ś,Phonemic,NA,ɕ,https://www-proquest-com.proxy.library.cornell.edu/docview/305226246/abstract
y,Phonemic,NA,j,
b,Phonemic,NA,b,
ŋ́,Phonemic,NA,ɲ,
