value,transcription,alt_transcription,IPA,Comment
j,Phonemic,NA,j,
u,Phonemic,NA,u,
t,Phonemic,NA,t,
1,Phonemic,NA,1,
2,Phonemic,NA,2,
3,Phonemic,NA,3,
4,Phonemic,NA,4,
5,Phonemic,NA,5,
6,Phonemic,NA,6,
7,Phonemic,NA,7,
s,Phonemic,NA,s,
e,Phonemic,NA,e,
c,Phonemic,NA,tɕ,https://en.wikipedia.org/wiki/Northern_Thai_language compare words "thief", "master", "meat", "lie", "priest", "spoon"
o,Phonemic,NA,o,
p,Phonemic,NA,p,
ʔ,Phonemic,NA,ʔ,
h,Phonemic,NA,h,
n,Phonemic,NA,n,
l,Phonemic,NA,l,
ɣ,Phonemic,NA,ɣ,
:,Phonemic,NA,ː,
m,Phonemic,NA,m,
a,Phonemic,NA,a,
i,Phonemic,NA,i,
ń,Phonemic,NA,ɲ,https://en.wikipedia.org/wiki/Northern_Thai_language#Phonology compared word with
ɨ,Phonemic,NA,ɨ,
k,Phonemic,NA,k,
ŋ,Phonemic,NA,ŋ,
b,Phonemic,NA,b,
ɔ,Phonemic,NA,ɔ,
w,Phonemic,NA,w,
ɛ,Phonemic,NA,ɛ,
d,Phonemic,NA,d,
ə,Phonemic,NA,ə,
f,Phonemic,NA,f,
r,Phonemic,NA,r,
