value,transcription,alt_transcription,IPA,Comment
a,phonetic,NA,a,
:,phonetic,NA,ː,
ŋ,phonetic,NA,ŋ,
ɨ̯,phonetic,NA,ɨ̯,
h,phonetic,NA,h,
114,phonetic,NA,1,
121,phonetic,NA,2,
13,phonetic,NA,3,
14,phonetic,NA,4,
15,phonetic,NA,5,
213,phonetic,NA,6,
214,phonetic,NA,7,
22,phonetic,NA,8,
224,phonetic,NA,9,
23,phonetic,NA,10,
24,phonetic,NA,11,
25,phonetic,NA,12,
31,phonetic,NA,13,
32,phonetic,NA,14,
323,phonetic,NA,15,
33,phonetic,NA,16,
34,phonetic,NA,17,
35,phonetic,NA,18,
41,phonetic,NA,19,
42,phonetic,NA,20,
43,phonetic,NA,21,
434,phonetic,NA,22,
44,phonetic,NA,23,
51,phonetic,NA,24,
52,phonetic,NA,25,
53,phonetic,NA,26,
545,phonetic,NA,27,
55,phonetic,NA,28,
s,phonetic,NA,s,
ɔ,phonetic,NA,ɔ,
k,phonetic,NA,k,
u,phonetic,NA,u,
o,phonetic,NA,o,
j,phonetic,NA,j,
ʔ,phonetic,NA,ʔ,
e,phonetic,NA,e,
t,phonetic,NA,t,
i,phonetic,NA,i,
p,phonetic,NA,p,
b,phonetic,NA,b,
d,phonetic,NA,d,
ə,phonetic,NA,ə,
w,phonetic,NA,w,
m,phonetic,NA,m,
:̯,phonetic,NA,ː,
ṭ,phonetic,NA,t,
ɨ,phonetic,NA,ɨ,
n,phonetic,NA,n,
z,phonetic,NA,z,
l,phonetic,NA,l,
O,phonetic,NA,o,
c,phonetic,NA,c,
ɛ,phonetic,NA,ɛ,
r,phonetic,NA,r,
:̆,phonetic,NA,ː,
ń,phonetic,NA,n,
ɦ,phonetic,NA,ɦ,
U,phonetic,NA,u,
ɛ̯,phonetic,NA,ɛ̯,
I,phonetic,NA,i,
ɣ,phonetic,NA,ɣ,
ɨ̆,phonetic,NA,ɨ̆,
Ŭ,phonetic,NA,ŭ,
Ĭ,phonetic,NA,ĭ,
ü,phonetic,NA,u,
ʌ,phonetic,NA,ʌ,
ŋ̆,phonetic,NA,ŋ̆,
ɨ̯̆,phonetic,NA,ɨ̯̆,
o̯,phonetic,NA,o̯,
Ŏ,phonetic,NA,ŏ,
ɛ̆,phonetic,NA,ɛ̆,
v,phonetic,NA,v,
ß,phonetic,NA,ß,
ʒ,phonetic,NA,ʒ,
ṭ̯̆,phonetic,NA,t,
