value,transcription,alt_transcription,IPA,Comment
t,Phonemic,NA,t,
a,Phonemic,NA,a,
ŋ,Phonemic,NA,ŋ,
1,Phonemic,NA,1,
2,Phonemic,NA,2,
3,Phonemic,NA,3,
4,Phonemic,NA,4,
5,Phonemic,NA,5,
6,Phonemic,NA,6,
7,Phonemic,NA,7,
8,Phonemic,NA,8,
w,Phonemic,NA,w,
:,Phonemic,NA,ː,
n,Phonemic,NA,n,
ś,Phonemic,NA,s,https://www.sil.org/system/files/reapdata/24/43/56/24435686364398366829800591305428206263/Vietnam_Word_List_Nung_Fan_Sling.pdf codes matching words with simple s
ə,Phonemic,NA,ə,
ɔ,Phonemic,NA,ɔ,
k,Phonemic,NA,k,
h,Phonemic,NA,h,
e,Phonemic,NA,e,
i,Phonemic,NA,i,
ʔ,Phonemic,NA,ʔ,
d,Phonemic,NA,d,
o,Phonemic,NA,o,
u,Phonemic,NA,u,
b,Phonemic,NA,b,
p,Phonemic,NA,p,
s,Phonemic,NA,s,
j,Phonemic,NA,j,
c,Phonemic,NA,c,
f,Phonemic,NA,f,
m,Phonemic,NA,m,
ɨ,Phonemic,NA,ɨ,
l,Phonemic,NA,l,
ń,Phonemic,NA,ɲ,matched with grass and mosquito here https://www.sil.org/system/files/reapdata/24/43/56/24435686364398366829800591305428206263/Vietnam_Word_List_Nung_Fan_Sling.pdf
r,Phonemic,NA,r,
v,Phonemic,NA,v,
ć,Phonemic,NA,c,
ɛ,Phonemic,NA,ɛ,
ł,Phonemic,NA,ł,
