value,transcription,alt_transcription,IPA,Comment
k,phonetic,NA,k,
a,phonetic,NA,a,
c,phonetic,NA,c,
i,phonetic,NA,i,
t,phonetic,NA,t,
r,phonetic,NA,r,
ɨ,phonetic,NA,ɨ,
ŋ,phonetic,NA,ŋ,
ʔ,phonetic,NA,ʔ,
o,phonetic,NA,o,
:,phonetic,NA,ː,
1,phonetic,NA,1,
p,phonetic,NA,p,
l,phonetic,NA,l,
u,phonetic,NA,u,
4,phonetic,NA,2,
w,phonetic,NA,w,
3,phonetic,NA,3,
j,phonetic,NA,j,
ɔ,phonetic,NA,ɔ,
n,phonetic,NA,n,
m,phonetic,NA,m,
2,phonetic,NA,4,
ə,phonetic,NA,ə,
ʌ,phonetic,NA,ʌ,
z,phonetic,NA,z,
e,phonetic,NA,e,
ɛ,phonetic,NA,ɛ,
$,phonetic,NA,2,appears only once probably a typo of 4
ń,phonetic,NA,n,
ß,phonetic,NA,ß,
d,phonetic,NA,d,
b,phonetic,NA,b,
h,phonetic,NA,h,
