value,transcription,alt_transcription,IPA,Comment
1,Phonemic,NA,1,
2,Phonemic,NA,2,
3,Phonemic,NA,3,
4,Phonemic,NA,4,
5,Phonemic,NA,5,
6,Phonemic,NA,6,
j,Phonemic,NA,j,
u,Phonemic,NA,u,
t,Phonemic,NA,t,
l,Phonemic,NA,l,
ɛ,Phonemic,NA,ɛ,
:,Phonemic,NA,ː,
w,Phonemic,NA,w,
ʔ,Phonemic,NA,ʔ,
ɔ,Phonemic,NA,ɔ,
ŋ,Phonemic,NA,ŋ,
c,Phonemic,NA,tɕ,based on other similar transcriptions and https://en.wikipedia.org/wiki/Kh%C3%BCn_language
p,Phonemic,NA,p,
s,Phonemic,NA,s,
a,Phonemic,NA,a,
k,Phonemic,NA,k,
h,Phonemic,NA,h,
n,Phonemic,NA,n,
i,Phonemic,NA,i,
ə,Phonemic,NA,ə,
e,Phonemic,NA,e,
ɨ,Phonemic,NA,ɨ,
b,Phonemic,NA,b,
m,Phonemic,NA,m,
x,Phonemic,NA,x,
o,Phonemic,NA,p,
r,Phonemic,NA,r,
N,Phonemic,NA,n,
