value,transcription,alt_transcription,IPA,Comment
d,phonetic,NA,d,
ɨ,phonetic,NA,ɨ,
ŋ,phonetic,NA,ŋ,
11,phonetic,NA,1,
13,phonetic,NA,2,
31,phonetic,NA,3,
33,phonetic,NA,4,
35,phonetic,NA,5,
53,phonetic,NA,6,
55,phonetic,NA,7,
h,phonetic,NA,h,
ɔ,phonetic,NA,ɔ,
t,phonetic,NA,t,
i,phonetic,NA,i,
a,phonetic,NA,a,
u,phonetic,NA,u,
v,phonetic,NA,v,
ɛ,phonetic,NA,ɛ,
k,phonetic,NA,k,
ɣ,phonetic,NA,ɣ,
p,phonetic,NA,p,
n,phonetic,NA,n,
ə,phonetic,NA,ə,
m,phonetic,NA,m,
e,phonetic,NA,e,
ʔ,phonetic,NA,ʔ,
l,phonetic,NA,l,
ć,phonetic,NA,ɕ,best guess based on other of the author's lists
s,phonetic,NA,s,
:,phonetic,NA,ː,
ç,phonetic,NA,ç,
o,phonetic,NA,o,
f,phonetic,NA,f,
b,phonetic,NA,b,
j,phonetic,NA,j,
ń,phonetic,NA,ɲ,best guess based on other of the author's lists
