,Matthews,AUC,Accuracy,F1,ActionAccuracy,ThingAccuracy
0,0.2410199125011012,0.6667686315295749,0.6349657907884942,0.4065934065934066,0.48366013071895425,0.7862714508580343
1,0.2245001916659112,0.6457536732841863,0.6351799170006016,0.40375586854460094,0.5620915032679739,0.7082683307332294
2,0.17446394966331544,0.6192530054143343,0.6008330529299604,0.36175710594315247,0.45751633986928103,0.7441497659906396
3,0.22113458747370132,0.6563478225403525,0.6372905896628023,0.4042553191489362,0.6209150326797386,0.6536661466458659
4,0.23200008594935337,0.6718464817024054,0.636000734147013,0.406015037593985,0.5294117647058824,0.7425897035881436
5,0.2331215967785998,0.6743956032751114,0.6272062647211771,0.39655172413793105,0.45098039215686275,0.8034321372854915
6,0.2506153708138002,0.6869984603305702,0.6576376780561418,0.4231536926147705,0.6928104575163399,0.6224648985959438
7,0.13925549939458295,0.5772842678413018,0.586761901848623,0.3595505617977528,0.7320261437908496,0.4414976599063963
8,0.20877168403316695,0.6500056080674599,0.6253759954319742,0.392434988179669,0.5424836601307189,0.7082683307332294
9,0.25110542975813493,0.6786526363015304,0.6473647181181366,0.42,0.5490196078431373,0.7457098283931357
10,0.25800311912772356,0.6748952311033617,0.6514127231755937,0.425,0.5555555555555556,0.7472698907956318
11,0.16654951522511882,0.6165611330335568,0.6055642225689027,0.3729433272394881,0.6666666666666666,0.5444617784711389
12,0.20430596942021811,0.6475329601419351,0.6267066368929266,0.39316239316239315,0.6013071895424836,0.6521060842433697
13,0.20044014067282662,0.6484761351238363,0.6183965005659049,0.3842364532019704,0.5098039215686274,0.7269890795631825
14,0.17474537672862017,0.6265027071671102,0.6040602408410062,0.3671497584541063,0.49673202614379086,0.7113884555382215
15,0.20598504775253396,0.6488024226851425,0.6304436491185137,0.3950617283950617,0.7320261437908496,0.5288611544461779
16,0.1988316134291744,0.6424907976711226,0.6057426610789922,0.3652694610778443,0.39869281045751637,0.8127925117004681
17,0.21872962125388196,0.6649128710246449,0.6371019546664219,0.40325865580448067,0.6470588235294118,0.6271450858034321
18,0.2106744122188697,0.6621751144555585,0.6283074852405861,0.39545454545454545,0.5686274509803921,0.6879875195007801
19,0.2071568104822994,0.657489829004925,0.6312644662649252,0.39629629629629626,0.6993464052287581,0.5631825273010921
20,0.1441139315487932,0.585660681329214,0.5903663597524293,0.36184210526315785,0.7189542483660131,0.46177847113884557
21,0.24037932268576437,0.6947324951821602,0.6511017303437235,0.41683366733466937,0.6797385620915033,0.6224648985959438
22,0.25737215199556845,0.6848520999663515,0.6447697123571217,0.4196185286103542,0.5032679738562091,0.7862714508580343
23,0.2421133380393546,0.6612523324462389,0.6416088016069662,0.41309823677581864,0.5359477124183006,0.7472698907956318
24,0.21646499141224812,0.6597228595026153,0.6314276100455782,0.39908256880733944,0.5686274509803921,0.6942277691107644
25,0.16581431489546775,0.5641562917418658,0.6050798894700886,0.3727598566308244,0.6797385620915033,0.5304212168486739
26,0.20806863244945256,0.6551344406717444,0.6316009503125224,0.3969465648854962,0.6797385620915033,0.5834633385335414
27,0.296226863233169,0.7167823967860674,0.6856780153559083,0.4521384928716905,0.7254901960784313,0.6458658346333853
28,0.22237488815623252,0.6459168170648395,0.6397377463726,0.40562248995983935,0.6601307189542484,0.6193447737909517
29,0.23267566902479586,0.699234243879559,0.6461105503043651,0.4072847682119205,0.803921568627451,0.48829953198127923
