,Matthews,AUC,Accuracy,F1,ActionAccuracy,ThingAccuracy
0,0.0832884068298813,0.5268063097267791,0.5338750232818029,0.4888203546646106,0.8708791208791209,0.196870925684485
1,0.11429485631810657,0.5691612820035246,0.5611612963307879,0.45708154506437765,0.5851648351648352,0.5371577574967406
2,0.11909482805378979,0.5619833230654613,0.5635826038368412,0.45117845117845123,0.5521978021978022,0.5749674054758801
3,0.08159430353470494,0.5474877143716779,0.5396256286086795,0.47643530419880026,0.7637362637362637,0.3155149934810952
4,0.06364021161951983,0.5071887043855753,0.5191609238219408,0.17748917748917747,0.11263736263736264,0.9256844850065189
5,0.051454638788596664,0.4992531913979111,0.5206742410132241,0.2589928057553957,0.1978021978021978,0.8435462842242504
6,0.07649082031650557,0.5396471195037036,0.5379027751909108,0.3687150837988826,0.3626373626373626,0.7131681877444589
7,0.1138614561342813,0.5415132455549665,0.5545725460979698,0.37758112094395285,0.3516483516483517,0.757496740547588
8,0.07947423217670051,0.5429101537315357,0.5425125721735891,0.4332603938730853,0.5439560439560439,0.5410691003911343
9,0.06742718782576256,0.5250046563605886,0.5357841311231142,0.44510978043912175,0.6126373626373627,0.4589308996088657
10,0.1215060190192506,0.5733663337965815,0.5633730676103557,0.481060606060606,0.6978021978021978,0.42894393741851367
11,0.13621142313402934,0.5677357193002565,0.5677034829577202,0.41111111111111115,0.4065934065934066,0.7288135593220338
12,0.07237644330244972,0.5257407195151653,0.5359471037437139,0.3671766342141864,0.3626373626373626,0.7092568448500652
13,0.1492721365976152,0.5979984813100849,0.5774818401937046,0.4444444444444445,0.4835164835164835,0.6714471968709257
14,0.041341098637304945,0.5014936172041778,0.5207440864220525,0.3519781718963165,0.3543956043956044,0.6870925684485006
15,0.05941911429010376,0.47863446853016606,0.5168560253306016,0.15999999999999998,0.0989010989010989,0.9348109517601043
16,0.08496656004703478,0.539154619826067,0.5449571614825852,0.41893491124260357,0.48626373626373626,0.6036505867014341
17,0.025191516081520853,0.48951244322821896,0.5116641832743528,0.4600164880461665,0.7664835164835165,0.25684485006518903
18,0.11857967702545048,0.5724028253363325,0.5608120692866455,0.4839596700274976,0.7252747252747253,0.3963494132985658
19,0.10658082554945467,0.522690803329656,0.5394393741851369,0.2687140115163148,0.19230769230769232,0.8865710560625815
20,0.04840200824628581,0.4987660644440305,0.5191609238219408,0.25136612021857924,0.18956043956043955,0.848761408083442
21,0.11856442984511217,0.5702358267547316,0.5634196312162414,0.4556407447973713,0.5714285714285714,0.5554106910039114
22,0.09699539743096505,0.5645944668108945,0.5505680759918048,0.4692526017029328,0.6813186813186813,0.4198174706649283
23,0.12179576663262476,0.556019599696262,0.5536179921773142,0.34539473684210525,0.28846153846153844,0.81877444589309
24,0.05909699188721379,0.5242739659297677,0.5314769975786925,0.4114285714285714,0.4945054945054945,0.5684485006518905
25,0.06311177822982476,0.5045811424559795,0.5231653939281058,0.2355212355212355,0.16758241758241757,0.878748370273794
26,0.048648122383191716,0.47225167270799606,0.5097317936300987,0.08888888888888889,0.04945054945054945,0.970013037809648
27,0.06379456104310957,0.5086214307205181,0.5230257031104489,0.23046875,0.1620879120879121,0.8839634941329857
28,0.057692494040784095,0.5027508345630901,0.5250512199664742,0.2938230383973289,0.24175824175824176,0.8083441981747066
29,0.11589267053390698,0.5674563376649426,0.5619761594337865,0.45324532453245325,0.5659340659340659,0.5580182529335072
30,0.057765267004320234,0.5146209722480909,0.5304293164462656,0.3975903614457831,0.4532967032967033,0.6075619295958279
31,0.039678762554389756,0.48405554680000573,0.5212097224809089,0.4205020920502092,0.5521978021978022,0.49022164276401564
32,0.1063812553677886,0.5631330859492529,0.5558297634568821,0.42490842490842484,0.47802197802197804,0.6336375488917861
33,0.05599814004203486,0.5132634640457326,0.5220711491897932,0.4817073170731707,0.8681318681318682,0.1760104302477184
34,0.1300286908139195,0.5447726979669614,0.5550847457627118,0.33561643835616434,0.2692307692307692,0.8409387222946545
35,0.07414300065927351,0.5391008925885067,0.5396721922145651,0.4354322305229456,0.5604395604395604,0.5189048239895697
36,0.08738375761316025,0.5114259925211686,0.5309880797168933,0.2411067193675889,0.16758241758241757,0.894393741851369
37,0.08222081133962228,0.5237259481066522,0.5271000186254423,0.21487603305785127,0.14285714285714285,0.9113428943937418
38,0.10638334420199003,0.528059945269854,0.5344105047494878,0.22546972860125264,0.14835164835164835,0.9204693611473272
39,0.06834648065553328,0.5001755089760305,0.5361333581672565,0.448377581120944,0.6263736263736264,0.44589308996088656
40,0.07946420948805426,0.5352235769445679,0.5417908362823617,0.40969696969696967,0.4642857142857143,0.6192959582790091
41,0.10447599647245168,0.5620442139346963,0.5551545911715403,0.46771037181996084,0.6565934065934066,0.45371577574967403
42,0.0672339175725594,0.5316166883963493,0.5356211585025145,0.40941176470588236,0.47802197802197804,0.5932203389830508
43,0.13037039966351335,0.5787390575526169,0.5690538275284038,0.4792079207920792,0.6648351648351648,0.47327249022164275
44,0.03647722133364417,0.5018517987879135,0.5176010430247718,0.327007299270073,0.3076923076923077,0.727509778357236
45,0.08685270055933868,0.5442927346447555,0.5442354255913577,0.3915343915343915,0.4065934065934066,0.681877444589309
46,0.13428416688708944,0.5640160035531613,0.5687511640901471,0.4261437908496732,0.4478021978021978,0.6897001303780965
47,0.03997286665085361,0.5179377337134834,0.5212795678897374,0.3990825688073395,0.47802197802197804,0.5645371577574967
48,0.12334847705755274,0.5654361935326733,0.5638154218662693,0.42547770700636944,0.45879120879120877,0.6688396349413298
49,0.07599421977662611,0.5285613994870839,0.5320823244552058,0.29553264604810997,0.23626373626373626,0.8279009126466753
50,0.14170595084410978,0.5986503717924839,0.5703808902961445,0.41446453407510425,0.40934065934065933,0.7314211212516297
51,0.07135469877179167,0.5384901929882373,0.5376466753585397,0.45117187499999994,0.6346153846153846,0.4406779661016949
52,0.023873463816078716,0.48334276544837174,0.5107794747625256,0.46228710462287104,0.782967032967033,0.23859191655801826
53,0.1482084768830347,0.5726750433399717,0.5687046004842615,0.38639876352395675,0.3434065934065934,0.7940026075619296
54,0.14053851877555001,0.5667901199191943,0.5644440305457255,0.3761755485893417,0.32967032967032966,0.7992177314211213
55,0.12881315121475306,0.5717974984598192,0.5689141367107469,0.4623773173391494,0.5824175824175825,0.5554106910039114
56,0.11226515174260528,0.5689517457770391,0.5597643881542187,0.44266055045871555,0.5302197802197802,0.5893089960886571
57,0.06421467006100322,0.5321754516669771,0.5319659154404918,0.3628808864265928,0.3598901098901099,0.7040417209908736
58,0.0987904872209045,0.5466047967677694,0.5434904078971876,0.32894736842105265,0.27472527472527475,0.8122555410691004
59,0.0779753700799206,0.5325479605140622,0.5338051778729744,0.3076923076923077,0.25274725274725274,0.8148631029986962
60,0.07857598066095516,0.5386442110692437,0.5386245110821382,0.47354726799653085,0.75,0.3272490221642764
61,0.1402642813114713,0.5535105377021935,0.5747345874464518,0.46066134549600907,0.554945054945055,0.5945241199478487
62,0.137747129079377,0.5778077854349041,0.5602765878189607,0.3543046357615894,0.29395604395604397,0.8265971316818774
63,0.11062611436858272,0.5739089788959411,0.5591124976718197,0.4604166666666667,0.6071428571428571,0.5110821382007823
64,0.1421646419660604,0.5362264853790277,0.5497997764946918,0.2749003984063745,0.18956043956043955,0.910039113428944
65,0.06100691241257956,0.5195065690502457,0.5323617060905197,0.40701754385964917,0.47802197802197804,0.5867014341590613
66,0.16145337326692025,0.5744444603636258,0.5738498789346247,0.38993710691823896,0.34065934065934067,0.8070404172099087
67,0.10401794199787337,0.5633336676361449,0.554945054945055,0.42908224076281287,0.4945054945054945,0.6153846153846154
68,0.07671921390727389,0.53939460148717,0.5375535481467685,0.362339514978602,0.3489010989010989,0.7262059973924381
69,0.09316178138820201,0.553836482943393,0.5495669584652636,0.430379746835443,0.5137362637362637,0.5853976531942634
70,0.1220106379642916,0.5540675100649024,0.5641879307133545,0.478218780251694,0.6785714285714286,0.4498044328552803
71,0.049184117966498596,0.5140460908061951,0.5242363568634756,0.34696755994358247,0.33791208791208793,0.7105606258148631
72,0.11568486651027073,0.5576385804547472,0.5490081951946358,0.3253424657534247,0.260989010989011,0.8370273794002607
73,0.1335769783996261,0.562714013496282,0.5629772769603278,0.3836858006042296,0.3489010989010989,0.7770534550195567
74,0.08944718205920583,0.5192844964683295,0.5385313838703669,0.48853754940711464,0.8489010989010989,0.22816166883963493
75,0.13806127935251106,0.5788841210940299,0.5736403427081394,0.47794871794871785,0.6401098901098901,0.5071707953063885
76,0.10114358216454003,0.5624811954668538,0.5526634382566586,0.41551939924906134,0.45604395604395603,0.6492829204693612
77,0.09754803358858595,0.5493502586071034,0.5521978021978022,0.44588744588744594,0.5659340659340659,0.5384615384615384
78,0.17307909335491692,0.6066628938206513,0.592032967032967,0.4780600461893765,0.5686813186813187,0.6153846153846154
79,0.13479537189333346,0.5659913749874637,0.5684019370460048,0.42133333333333334,0.4340659340659341,0.7027379400260756
80,0.004461071349350901,0.4688919294525553,0.5008381449059416,0.06,0.03296703296703297,0.9687092568448501
81,0.03219574946297699,0.5051005057523963,0.5172052523747439,0.40222222222222226,0.49725274725274726,0.5371577574967406
82,0.07935632738502055,0.5322112698253507,0.5424427267647607,0.4324917672886937,0.5412087912087912,0.5436766623207301
83,0.12018192491721336,0.525430892445234,0.5360169491525424,0.21258134490238612,0.1346153846153846,0.9374185136897001
84,0.04913632552565497,0.4909129332206255,0.515645371577575,0.4855491329479769,0.9230769230769231,0.10821382007822686
85,0.051621531119001196,0.4968193475364271,0.519254051033712,0.23282442748091603,0.16758241758241757,0.8709256844850065
86,0.14330677104150713,0.5977943178073557,0.5761547774259639,0.4839357429718875,0.6620879120879121,0.49022164276401564
87,0.07513375401114876,0.5258607103457169,0.5385313838703669,0.46379468377635197,0.695054945054945,0.3820078226857888
88,0.12002342015417619,0.5508761121538175,0.5549683367479978,0.36106750392464676,0.3159340659340659,0.7940026075619296
89,0.03281531127397546,0.5080608765419717,0.5175544794188862,0.4065573770491803,0.510989010989011,0.5241199478487614
90,0.08029233863730478,0.5113651016519335,0.5301033712050661,0.25475285171102663,0.18406593406593408,0.8761408083441982
91,0.1446950505268968,0.5825966732094503,0.5742456695846526,0.4343302990897269,0.45879120879120877,0.6897001303780965
92,0.06474065136196429,0.5234340301159075,0.5343173775377166,0.4084507042253521,0.47802197802197804,0.590612777053455
93,0.14742361690982034,0.5896546413169621,0.5788787483702738,0.4771033013844516,0.6153846153846154,0.5423728813559322
94,0.0930852902789156,0.5555772454403485,0.549497113056435,0.42956120092378747,0.510989010989011,0.5880052151238592
95,0.11788501304947004,0.5764466954167085,0.5630238405662134,0.4633123689727463,0.6071428571428571,0.5189048239895697
96,0.12589870435054606,0.5603034514377409,0.5652588936487242,0.42839036755386567,0.4642857142857143,0.666232073011734
97,0.060495708506133,0.5166912618020831,0.5286133358167256,0.33383458646616543,0.30494505494505497,0.7522816166883963
98,0.041447566212474946,0.5147463358023984,0.5200921959396536,0.4602224123182207,0.739010989010989,0.3011734028683181
99,0.0853846541763516,0.545732624611373,0.5435136897001304,0.47005444646098005,0.7115384615384616,0.3754889178617992
