phon,Form
neɪbɝ,neighbor
stɹeɪndʒɝ,stranger
ɡɛst,guest
hoʊst,host
hɛlp,help
eɪd,aid
hɪndɝ,hinder
pɹɪvɛnt,prevent
kʌstʌm,custom
stɹaɪf,strife
kwɔɹʌl,quarrel
kʌnspɪɹʌsi,conspiracy
plɑt,plot
mit,meet
pɹɑstʌtut,prostitute
faɪt,fight
wɔɹ,war
bætʌl,battle
pis,peace
ɑɹmi,army
soʊldʒɝ,soldier
wɛpʌnz,weapons
ɑɹmz,arms
klʌb,club
,NA
slɪŋ,sling
baʊ,bow
æɹoʊ,arrow
spɪɹ,spear
sɔɹd,sword
ɡʌn,gun
kænʌn,cannon
ɑɹmɝ,armor
hɛlmʌt,helmet
ʃild,shield
fɔɹtɹʌs,fortress
taʊɝ,tower
vɪktʌɹi,victory
dɪfit,defeat
ʌtæk,attack
dɪfɛnd,defend
ɹitɹit,retreat
sɝɛndɝ,surrender
kæptɪv,captive
pɹɪzʌnɝ,prisoner
ɡɑɹd,guard
sɛntʌnʌl,sentinel
buti,booty
spɔɪlz,spoils
æmbʊʃ,ambush
fɪʃɝmæn,fisherman
,NA
,NA
,NA
,NA
beɪt,bait
hʌnt,hunt
ʃut,shoot
,NA
tɹæp,trap
tɹæp,trap
lɔ,law
kɔɹt,court
dʒʌdʒ,judge
dʒʌdʒmʌnt,judgment
dʒʌdʒ,judge
pleɪntʌf,plaintiff
dɪfɛndʌnt,defendant
wɪtnʌs,witness
swɛɹ,swear
oʊθ,oath
ʌkjuz,accuse
kʌndɛm,condemn
kɑnvɪkt,convict
ʌkwɪt,acquit
ɡɪlti,guilty
ɪnʌsʌnt,innocent
pɛnʌlti,penalty
pʌnɪʃmʌnt,punishment
faɪn,fine
pɹɪzʌn,prison
dʒeɪl,jail
mɝdɝ,murder
ʌdʌltɝi,adultery
ɹeɪp,rape
ɑɹsʌn,arson
pɝdʒɝi,perjury
stil,steal
θif,thief
ɹɪlɪdʒʌn,religion
ɡɑd,god
tɛmpʌl,temple
tʃɝtʃ,church
ɔltɝ,altar
sækɹʌfaɪs,sacrifice
ɔfɝɪŋ,offering
wɝʃʌp,worship
pɹeɪ,pray
pɹist,priest
hoʊli,holy
seɪkɹʌd,sacred
pɹitʃ,preach
blɛs,bless
kɝs,curse
fæst,fast
hɛvʌn,heaven
hɛl,hell
dimʌn,demon
,NA
aɪdʌl,idol
mædʒɪk,magic
wɪtʃkɹæft,witchcraft
sɔɹsɝi,sorcery
sɔɹsɝɝ,sorcerer
wɪtʃ,witch
fɛɹi,fairy
ɛlf,elf
ɡoʊst,ghost
fæntʌm,phantom
oʊmʌn,omen
pɔɹtɛnt,portent
