value,transcription,alt_transcription,IPA,Comment
c̷,Phonemic,NA,ts,https://omniglot.com/writing/nuxalk.htm
a,Phonemic,NA,a, https://en.wikipedia.org/wiki/Nuxalk_language#Phonology depicted as a
y,Phonemic,NA,j,https://omniglot.com/writing/nuxalk.htm
t,Phonemic,NA,t,
u,Phonemic,NA,o,https://en.wikipedia.org/wiki/Nuxalk_language#Phonology and https://omniglot.com/writing/nuxalk.htm
l,Phonemic,NA,l,
λ,Phonemic,NA,t͡ɬ,
ˀ,Phonemic,NA,ˀ,
p,Phonemic,NA,p,
s,Phonemic,NA,s,
m,Phonemic,NA,m,
n,Phonemic,NA,n,
ḳ,Phonemic,NA,kʼ,ejective https://en.wikipedia.org/wiki/Nuxalk_language#Phonology
ʷ,Phonemic,NA,ʷ,
k,Phonemic,NA,k,
i,Phonemic,NA,i,
ʔ,Phonemic,NA,ʔ,
χ,Phonemic,NA,χ,
ł,Phonemic,NA,ł,
ā,Phonemic,NA,aː,
ī,Phonemic,NA,iː,
w,Phonemic,NA,w,
x,Phonemic,NA,x,
ū,Phonemic,NA,uː,
