value,transcription,alt_transcription,IPA,Comment
b,Phonemic,NA,b,
æ,Phonemic,NA,æ,
r,Phonemic,NA,r,
o,Phonemic,NA,o,
e,Phonemic,NA,e,
s,Phonemic,NA,s,
i,Phonemic,NA,i,
ǰ,Phonemic,NA,dʒ,https://en.wikipedia.org/wiki/J%CC%8C
a,Phonemic,NA,a,
m,Phonemic,NA,m,
ɲ,Phonemic,NA,ɲ,
k,Phonemic,NA,k,
t,Phonemic,NA,t,
h,Phonemic,NA,h,
ɨ,Phonemic,NA,ɨ,
p,Phonemic,NA,p,
č,Phonemic,NA,tʃ,
u,Phonemic,NA,u,
ã,Phonemic,NA,ã,
õ,Phonemic,NA,õ,
ɔ,Phonemic,NA,ɔ,
β,Phonemic,NA,β,
ɔ̃,Phonemic,NA,ɔ̃,
d,Phonemic,NA,d,
ũ,Phonemic,NA,ũ,
y,Phonemic,NA,j,
w,Phonemic,NA,w,
n,Phonemic,NA,n,
g,Phonemic,NA,g,
l,Phonemic,NA,l,
ẽ,Phonemic,NA,ẽ,
æ̃,Phonemic,NA,æ̃,
š,Phonemic,NA,ʃ,
ĩ,Phonemic,NA,ĩ,
ɨ̃,Phonemic,NA,ɨ̃,
f,Phonemic,NA,f,
