value,transcription,alt_transcription,IPA,Comment
k,Phonemic,NA,k,
a,Phonemic,NA,a,
t,Phonemic,NA,t,
i,Phonemic,NA,i,
w,Phonemic,NA,w,
h,Phonemic,NA,h,
m,Phonemic,NA,m,
u,Phonemic,NA,u,
o,Phonemic,NA,o,
r,Phonemic,NA,ɾ,
ŋ,Phonemic,NA,ŋ,
p,Phonemic,NA,p,
e,Phonemic,NA,e,
n,Phonemic,NA,n,
ō,Phonemic,NA,oː,
ā,Phonemic,NA,aː,
ū,Phonemic,NA,uː,
M,Phonemic,NA,m,
K,Phonemic,NA,k,
R,Phonemic,NA,ɾ,
T,Phonemic,NA,t,
W,Phonemic,NA,w,
H,Phonemic,NA,h,
ē,Phonemic,NA,eː,
P,Phonemic,NA,p,
wh,Phonemic,NA,f,added based on https://en.wikipedia.org/wiki/M%C4%81ori_language#Phonology wouldnt be caught by script,
WH,Phonemic,NA,fadded based on https://en.wikipedia.org/wiki/M%C4%81ori_language#Phonology wouldnt be caught by script,
