value,transcription,alt_transcription,IPA,Comment
k,Phonemic,NA,k,
r,Phonemic,NA,ɹ,https://en.wikipedia.org/wiki/Kaingang_language#Phonology
ɨ̃,Phonemic,NA,ɨ̃,
ŋ,Phonemic,NA,ŋ,
h,Phonemic,NA,h,
e,Phonemic,NA,e,
t,Phonemic,NA,t,
ã,Phonemic,NA,ã,
n,Phonemic,NA,n,
ũ,Phonemic,NA,ũ,
ə̃,Phonemic,NA,ə̃,
ɛ̃,Phonemic,NA,ɛ̃,
o,Phonemic,NA,o,
ə,Phonemic,NA,ə,
ɔ,Phonemic,NA,ɔ,
ɛ,Phonemic,NA,ɛ,
w,Phonemic,NA,w,
ɲ,Phonemic,NA,ɲ,
p,Phonemic,NA,p,
y,Phonemic,NA,j,
m,Phonemic,NA,m,
f,Phonemic,NA,f,
i,Phonemic,NA,i,
Φ,Phonemic,NA,ɸ,
a,Phonemic,NA,a,
u,Phonemic,NA,u,
ĩ,Phonemic,NA,ĩ,
ɨ,Phonemic,NA,ɨ,
s,Phonemic,NA,s,
ʔ,Phonemic,NA,ʔ,
ṣ̌,Phonemic,NA,ç,https://en.wikipedia.org/wiki/Kaingang_language#Phonology
ẽ,Phonemic,NA,ẽ,
ɔ̃,Phonemic,NA,ɔ̃,
