value,transcription,alt_transcription,IPA,Comment
h,Phonemic,Phonemic (vars),h,
a,Phonemic,Phonemic (vars),a,
k,Phonemic,Phonemic (vars),k,
n,Phonemic,Phonemic (vars),n,
o,Phonemic,Phonemic (vars),o,
m,Phonemic,Phonemic (vars),m,
t,Phonemic,Phonemic (vars),t,
i,Phonemic,Phonemic (vars),i,
ʔ,Phonemic,Phonemic (vars),ʔ,
ŋ,Phonemic,Phonemic (vars),ŋ,
e,Phonemic,Phonemic (vars),e,
r,Phonemic,Phonemic (vars),ɾ,
u,Phonemic,Phonemic (vars),u,
p,Phonemic,Phonemic (vars),p,
ū,Phonemic,Phonemic (vars),uː,https://omniglot.com/writing/rapanui.htm
v,Phonemic,Phonemic (vars),v,
ō,Phonemic,Phonemic (vars),oː,
ā,Phonemic,Phonemic (vars),aː,
ī,Phonemic,Phonemic (vars),iː,
ē,Phonemic,Phonemic (vars),eː,
s,Phonemic,Phonemic (vars),s,
c,Phonemic,Phonemic (vars),c,in spanish word
z,Phonemic,Phonemic (vars),z,in spanish word
f,Phonemic,Phonemic (vars),f,
