value,transcription,alt_transcription,IPA,Comment
h,Phonemic,NA,h,
a,Phonemic,NA,a,
k,Phonemic,NA,k,
é,Phonemic,NA,ʔe,http://emilydonaldson.org/emblog/marquesannow/marquesan-pronunciation-guide/ accented words in ids marquesan correspond to vowels with a previous glottal stop eg hakavaá http://emilydonaldson.org/emblog/marquesannow/marquesan-word-of-the-day-209/
o,Phonemic,NA,o,
e,Phonemic,NA,e,
á,Phonemic,NA,ʔa,
p,Phonemic,NA,p,
t,Phonemic,NA,t,
u,Phonemic,NA,u,
m,Phonemic,NA,m,
í,Phonemic,NA,ʔi,
n,Phonemic,NA,n,
v,Phonemic,NA,v,
i,Phonemic,NA,i,
ó,Phonemic,NA,ʔo,
f,Phonemic,NA,f,
ú,Phonemic,NA,ʔu,
r,Phonemic,NA,r,
c,Phonemic,NA,c,only appears once seems to be loan
g,Phonemic,NA,g,
l,Phonemic,NA,l,
