,Matthews,AUC,Accuracy,F1,ActionAccuracy,ThingAccuracy,language_name
0,0.3234384622787929,0.6425452509796604,0.6578092927785035,0.5363636363636365,0.5130434782608696,0.8025751072961373,Yavitero
1,0.3863177861741481,0.6826460160477701,0.6791565590595261,0.5588235294117647,0.4956521739130435,0.8626609442060086,Yavitero
2,0.48154259726293824,0.7581824967344654,0.7379921627169248,0.6488888888888888,0.6347826086956522,0.8412017167381974,Yavitero
3,0.3648323857050634,0.7363873857062885,0.69382347452883,0.6054421768707483,0.7739130434782608,0.6137339055793991,Yavitero
4,0.36389322189995743,0.7246687814890838,0.6910617652547117,0.5954198473282443,0.6782608695652174,0.703862660944206,Yavitero
5,0.36932650703173636,0.7157492069415935,0.6931517074080986,0.5968992248062016,0.6695652173913044,0.7167381974248928,Yavitero
6,0.40098750347623635,0.7408285127822355,0.6945698824407538,0.5871559633027522,0.5565217391304348,0.8326180257510729,Yavitero
7,0.37118813495561426,0.7085836909871245,0.6838962493002425,0.575221238938053,0.5652173913043478,0.8025751072961373,Yavitero
8,0.29844174062030476,0.6546930397462213,0.6516514275051315,0.5378151260504203,0.5565217391304348,0.7467811158798283,Yavitero
9,0.3742216741466631,0.7172233625676433,0.6815823847732786,0.5688073394495413,0.5391304347826087,0.8240343347639485,Yavitero
10,0.46603116482965773,0.744038066803508,0.7248367232692667,0.6296296296296297,0.591304347826087,0.8583690987124464,Yavitero
11,0.43714843225637484,0.7296697144989737,0.709647322261616,0.6074766355140188,0.5652173913043478,0.8540772532188842,Yavitero
12,0.37387444855017327,0.6741929464452324,0.686098152640418,0.5789473684210527,0.5739130434782609,0.7982832618025751,Yavitero
13,0.36230890979818736,0.7482179511102818,0.6918454935622318,0.6052631578947368,0.8,0.5836909871244635,Yavitero
14,0.373094087628277,0.6916775517820488,0.6929837656279156,0.5943775100401607,0.6434782608695652,0.7424892703862661,Yavitero
15,0.3844492251166478,0.7118305654039934,0.6769546557193507,0.5544554455445545,0.48695652173913045,0.8669527896995708,Yavitero
16,0.4459210296014003,0.7585557006904272,0.7369658518380295,0.6503496503496503,0.808695652173913,0.6652360515021459,Yavitero
17,0.4608411823796531,0.7815823847732787,0.7182310132487404,0.6190476190476191,0.5652173913043478,0.871244635193133,Yavitero
18,0.37218585342131427,0.7303414816197052,0.688412017167382,0.5847457627118644,0.6,0.776824034334764,Yavitero
19,0.4316486345423594,0.7176712073147976,0.6809106176525471,0.5494505494505495,0.43478260869565216,0.927038626609442,Yavitero
20,0.3512881543829336,0.7476581451763389,0.6821981713006158,0.5816733067729084,0.6347826086956522,0.7296137339055794,Yavitero
21,0.358031583480491,0.7379735025191267,0.6890278036947192,0.5947955390334573,0.6956521739130435,0.6824034334763949,Yavitero
22,0.4040383493228987,0.712558313118119,0.6900541145736145,0.5769230769230769,0.5217391304347826,0.8583690987124464,Yavitero
23,0.3535018534858569,0.6516887479007276,0.6775144616532935,0.5689655172413792,0.5739130434782609,0.7811158798283262,Yavitero
24,0.4158468061983693,0.7410151147602164,0.7055234185482366,0.6044444444444445,0.591304347826087,0.8197424892703863,Yavitero
25,0.42390517101966996,0.7262548983019219,0.6920320955402127,0.5757575757575758,0.4956521739130435,0.8884120171673819,Yavitero
26,0.4016160378055045,0.7187721589848852,0.7058593021086024,0.6090534979423868,0.6434782608695652,0.7682403433476395,Yavitero
27,0.40880739306388664,0.6697704795670835,0.6989177085277103,0.593607305936073,0.5652173913043478,0.8326180257510729,Yavitero
28,0.35641278987478414,0.6722522858742302,0.679716364993469,0.5726495726495726,0.5826086956521739,0.776824034334764,Yavitero
29,0.45215077950101673,0.7725135286434037,0.7250606456428439,0.631578947368421,0.6260869565217392,0.8240343347639485,Yavitero
30,0.36929116708134885,0.7131367792498602,0.6862101138272065,0.5811965811965812,0.591304347826087,0.7811158798283262,Yavitero
31,0.27634371528942114,0.6644336629968278,0.6445232319462586,0.5625,0.782608695652174,0.5064377682403434,Yavitero
32,0.2912871359038923,0.6920880761336071,0.6548050009330099,0.5635738831615119,0.7130434782608696,0.5965665236051502,Yavitero
33,0.4100674078816141,0.7154133233812279,0.6966598245941407,0.588785046728972,0.5478260869565217,0.8454935622317596,Yavitero
34,0.4106687722062853,0.7428624743422281,0.7078932636685948,0.6101694915254238,0.6260869565217392,0.7896995708154506,Yavitero
35,0.3967889023726879,0.7651427505131554,0.7037133793618212,0.6065573770491803,0.6434782608695652,0.7639484978540773,Yavitero
36,0.4331082960866082,0.6991043105056913,0.6985818249673447,0.5870646766169155,0.5130434782608696,0.8841201716738197,Yavitero
37,0.371498079288067,0.7087516327673073,0.6861541332338122,0.58008658008658,0.5826086956521739,0.7896995708154506,Yavitero
38,0.39467320649442905,0.7571748460533682,0.705224855383467,0.6215384615384616,0.8782608695652174,0.5321888412017167,Yavitero
39,0.4277533328058096,0.725657771972383,0.7075573801082291,0.6055045871559634,0.5739130434782609,0.8412017167381974,Yavitero
40,0.43771754439254673,0.7447284941220377,0.7051875349878709,0.5990338164251208,0.5391304347826087,0.871244635193133,Yavitero
41,0.4077734472225454,0.7332897928718044,0.7034334763948498,0.6026200873362445,0.6,0.8068669527896996,Yavitero
42,0.3231974187046433,0.6576413509983206,0.6243888785221123,0.43786982248520706,0.3217391304347826,0.927038626609442,Yavitero
43,0.3762611134148695,0.742246687814891,0.6975555140884493,0.6030534351145039,0.6869565217391305,0.7081545064377682,Yavitero
44,0.34016270161968526,0.7210673633140511,0.6807799962679604,0.5910652920962199,0.7478260869565218,0.6137339055793991,Yavitero
45,0.34212453978270496,0.702332524724762,0.6574734092181378,0.5247524752475248,0.4608695652173913,0.8540772532188842,Yavitero
46,0.28772560670328023,0.6999440194066058,0.6388132114200411,0.569060773480663,0.8956521739130435,0.38197424892703863,Yavitero
47,0.4111030349458095,0.698264601604777,0.7011196118678857,0.5972850678733032,0.5739130434782609,0.8283261802575107,Yavitero
48,0.3584627725163978,0.6251726068296324,0.6617092741183056,0.5279187817258884,0.45217391304347826,0.871244635193133,Yavitero
