,Matthews,Accuracy,F1
0,-0.006613736792436445,0.49671998562185476,0.5309734513274335
1,-0.1039555484636376,0.4489126527677929,0.5
2,-0.05029565825979848,0.47537742631200575,0.418848167539267
3,-0.07969029118456815,0.46028037383177567,0.4411764705882353
4,0.12728620659701534,0.5634884974838246,0.5818181818181817
5,-0.13675358792645914,0.4318386053199137,0.4117647058823529
6,0.1039555484636376,0.5510873472322071,0.5077720207253886
7,-0.07329831354362328,0.4636053199137311,0.49777777777777776
8,-0.020306212569931807,0.49033968368080516,0.39999999999999997
9,0.03181832014992517,0.5158159597411933,0.5446428571428571
10,0.07026414801533755,0.5350467289719626,0.5545454545454545
11,0.04750377960058932,0.523049964054637,0.4598930481283422
12,0.08410063031328731,0.5414719626168224,0.5025641025641026
13,0.0452383591746728,0.5223759884974838,0.4873096446700508
14,0.08261916084383977,0.5410675772825305,0.5174129353233832
15,-0.042864845434938896,0.4785675772825305,0.48598130841121495
16,-0.062123534101796114,0.46895219266714594,0.4814814814814815
17,-0.06106666268820007,0.4694913731128684,0.4615384615384615
18,-0.07945175221148301,0.460549964054637,0.43
19,0.0020152057186653967,0.5009884974838246,0.5493562231759656
20,-0.01324208943365977,0.4933950395398994,0.4780487804878049
21,-0.1181916251344619,0.44091480948957584,0.43809523809523804
22,0.0,0.5,0.0
23,0.06589832596813013,0.5322609633357297,0.481675392670157
24,-0.004404098579154854,0.4977983465132998,0.4952380952380952
25,0.006044796816391264,0.503010424155284,0.4827586206896551
26,-0.017312449128534545,0.49150790797987054,0.5407725321888411
27,0.01765828976787577,0.50862688713156,0.45263157894736844
28,0.017312449128534545,0.5084920920201293,0.45833333333333337
29,-0.04079702510523006,0.4799155283968368,0.4329896907216495
